scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.16	83.08	80.92	6	15	1.0	1	13	0.8666666666666667	3.5218456129028186
3	83.88	113.74	29.86	2	1	1.0	1	1	1.0	-0.0
4	114.46	123.22	8.760000000000005	2	1	1.0	1	1	1.0	-0.0
5	138.02	189.94	51.91999999999999	2	1	1.0	1	1	1.0	-0.0
6	198.42	232.44	34.02000000000001	5	10	1.0	1	9	0.9	2.9491536346858673
7	232.44	293.66	61.22000000000003	4	6	1.0	1	6	1.0	2.3655283432052183
8	298.46	394.2	95.74000000000001	6	15	1.0	1	12	0.8	3.0362767661054297
9	406.2	483.44	77.24000000000001	6	15	1.0	1	13	0.8666666666666667	3.323419446328343
10	494.24	502.38	8.139999999999986	1	0	0.0	1	0	0.0	0.0
11	502.62	575.5	72.88	4	6	1.0	1	6	1.0	1.7522559464368963
12	579.42	628.35	48.930000000000064	3	3	1.0	1	3	1.0	1.513176016194349
13	628.35	649.62	21.269999999999982	2	1	1.0	1	1	1.0	-0.0
14	653.06	712.19	59.13000000000011	4	6	1.0	1	3	0.5	1.9354069676195562
