scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
24	0.16	44.64	44.480000000000004	4	6	1.0	1	5	0.8333333333333334	2.4083860292910546
25	44.64	67.56	22.92	4	6	1.0	1	5	0.8333333333333334	1.9954600531839326
26	67.56	144.0	76.44	6	15	1.0	1	9	0.6	3.0352214728623625
27	145.76	162.24	16.480000000000018	3	3	1.0	1	3	1.0	1.3097012192670723
28	163.12	164.36	1.240000000000009	2	1	1.0	1	1	1.0	-0.0
29	171.56	201.46	29.900000000000006	5	10	1.0	1	7	0.7	2.8201453814817703
30	201.86	231.59	29.72999999999999	5	10	1.0	1	7	0.7	2.6373358556791304
31	234.63	239.75	5.1200000000000045	2	1	1.0	1	1	1.0	-0.0
32	245.59	314.58	68.98999999999998	6	15	1.0	1	12	0.8	3.5491324593742855
33	314.74	316.18	1.4399999999999977	1	0	0.0	1	0	0.0	0.0
34	317.3	325.54	8.240000000000009	1	0	0.0	1	0	0.0	0.0
35	325.86	328.82	2.9599999999999795	3	3	1.0	1	3	1.0	1.4185644431995963
36	337.86	392.19	54.329999999999984	5	10	1.0	1	9	0.9	2.90315113419222
37	397.34	419.3	21.960000000000036	2	1	1.0	1	1	1.0	-0.0
38	419.3	430.58	11.279999999999973	1	0	0.0	1	0	0.0	0.0
39	447.31	496.86	49.55000000000001	6	15	1.0	1	15	1.0	3.5544756459235662
40	501.16	501.64	0.47999999999996135	1	0	0.0	1	0	0.0	0.0
41	510.44	520.84	10.400000000000034	2	1	1.0	1	1	1.0	-0.0
42	535.01	572.46	37.450000000000045	2	1	1.0	1	1	1.0	-0.0
43	573.82	575.49	1.669999999999959	1	0	0.0	1	0	0.0	0.0
44	581.4	591.8	10.399999999999977	2	1	1.0	1	1	1.0	-0.0
45	592.44	605.73	13.289999999999964	2	1	1.0	1	1	1.0	-0.0
46	612.2	616.84	4.639999999999986	2	1	1.0	1	1	1.0	-0.0
47	624.12	635.17	11.049999999999955	3	3	1.0	1	3	1.0	1.5529803796309887
48	646.85	647.57	0.7200000000000273	1	0	0.0	1	0	0.0	0.0
49	655.25	656.05	0.7999999999999545	1	0	0.0	1	0	0.0	0.0
50	667.95	676.03	8.079999999999927	3	3	1.0	1	3	1.0	1.4907758381643696
53	687.55	692.32	4.7700000000000955	1	0	0.0	1	0	0.0	0.0
54	694.48	701.36	6.8799999999999955	3	3	1.0	1	3	1.0	1.4185644431995963
55	702.48	703.68	1.1999999999999318	1	0	0.0	1	0	0.0	0.0
56	705.6	713.76	8.159999999999968	2	1	1.0	1	1	1.0	-0.0
57	714.16	714.8	0.6399999999999864	1	0	0.0	1	0	0.0	0.0
58	717.12	725.58	8.460000000000036	3	3	1.0	1	3	1.0	1.4585382252232173
