scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
28	2.52	11.96	9.440000000000001	1	0	0.0	1	0	0.0	0.0
32	11.96	14.44	2.4799999999999986	2	1	1.0	1	1	1.0	-0.0
34	14.44	20.56	6.119999999999999	1	0	0.0	1	0	0.0	0.0
35	34.7	47.1	12.399999999999999	3	3	1.0	1	3	1.0	1.2980175444966573
36	47.18	109.5	62.32	2	1	1.0	1	1	1.0	-0.0
37	119.38	153.87	34.49000000000001	2	1	1.0	1	1	1.0	-0.0
39	178.81	259.97	81.16000000000003	3	3	1.0	1	3	1.0	1.0542015151820883
40	263.16	280.84	17.67999999999995	5	10	1.0	1	8	0.8	2.9047025675087452
41	280.84	299.36	18.52000000000004	4	6	1.0	1	5	0.8333333333333334	2.223834559341958
42	303.84	326.54	22.700000000000045	2	1	1.0	1	1	1.0	-0.0
43	326.54	337.94	11.399999999999977	2	1	1.0	1	1	1.0	-0.0
44	341.94	343.78	1.839999999999975	1	0	0.0	1	0	0.0	0.0
45	347.22	349.71	2.4899999999999523	1	0	0.0	1	0	0.0	0.0
46	356.03	380.03	24.0	6	15	1.0	1	7	0.4666666666666667	3.2507896526590545
47	380.03	455.44	75.41000000000003	6	15	1.0	1	10	0.6666666666666666	3.0010797321391918
49	455.6	481.67	26.069999999999993	3	3	1.0	1	3	1.0	1.5007655843459902
50	481.91	491.23	9.319999999999993	2	1	1.0	1	1	1.0	-0.0
51	492.51	526.26	33.75	6	15	1.0	1	9	0.6	3.3258247190686325
52	526.82	548.39	21.569999999999936	2	1	1.0	1	1	1.0	-0.0
54	553.11	587.04	33.92999999999995	1	0	0.0	1	0	0.0	0.0
55	589.36	593.3	3.939999999999941	1	0	0.0	1	0	0.0	0.0
56	602.98	630.88	27.899999999999977	5	10	1.0	1	6	0.6	2.608648526386985
57	639.12	646.01	6.889999999999986	3	3	1.0	1	3	1.0	1.4823845113005214
58	678.2	679.88	1.67999999999995	1	0	0.0	1	0	0.0	0.0
