turn_id	scene_id	start	end	n_sentences
0	1	2.8	3.28	1
1	1	4.24	4.88	1
2	1	5.04	6.08	1
3	1	6.56	7.44	1
4	1	7.68	10.6	1
5	1	10.6	11.68	1
6	1	13.04	13.6	1
7	1	13.68	14.16	1
8	1	14.32	16.72	1
9	1	18.24	18.72	1
10	1	19.92	21.84	1
11	1	23.52	24.08	1
12	4	41.05	41.53	1
13	4	43.21	45.53	1
14	4	45.61	48.65	1
15	4	50.17	55.61	1
16	4	56.36	59.96	1
17	4	59.96	60.24	1
18	4	60.24	60.96	1
19	4	60.96	61.32	1
20	4	64.76	68.84	1
21	5	76.44	81.34	1
22	5	81.41	83.73	1
23	6	83.81	84.53	2
24	6	84.53	85.85	1
25	6	85.85	87.09	1
26	6	88.93	89.97	1
27	6	90.05	90.77	1
28	6	90.93	92.37	1
29	6	92.37	98.69	1
30	6	98.69	99.25	1
31	6	101.49	103.25	1
32	6	103.89	104.29	1
33	6	104.37	104.77	1
34	6	105.57	105.93	1
35	6	105.93	107.49	1
36	6	107.91	109.67	1
37	6	111.11	114.87	1
38	6	115.19	118.63	1
39	6	120.47	122.63	1
40	6	122.63	123.19	1
41	6	124.71	126.07	1
42	6	126.23	126.87	1
43	6	126.87	131.67	1
44	6	135.59	135.99	1
45	7	136.28	136.92	1
46	7	137.24	139.24	1
47	7	139.24	140.6	1
48	7	141.72	143.32	1
49	7	145.16	146.2	1
50	7	146.44	147.0	1
51	7	147.0	147.6	1
52	7	147.6	148.8	1
53	7	148.8	151.0	1
54	7	151.0	153.08	1
55	7	153.48	155.72	1
56	7	157.4	162.44	1
57	7	164.97	166.33	1
58	7	167.37	167.85	1
59	7	168.57	169.69	1
60	7	169.69	170.37	1
61	7	170.37	171.69	1
62	7	171.69	174.65	1
63	7	177.45	179.37	1
64	7	180.65	182.41	1
65	7	183.69	184.49	1
66	7	184.73	186.57	1
67	7	186.89	192.17	1
68	7	192.44	193.28	1
69	7	193.28	194.12	1
70	7	194.28	195.16	1
71	7	197.48	198.28	1
72	7	198.28	200.84	1
73	7	200.92	201.56	1
74	7	203.96	205.32	1
75	7	208.76	210.12	1
76	8	210.12	211.88	1
77	8	211.88	213.2	1
78	8	213.2	217.24	1
79	9	223.03	224.55	1
80	9	227.83	230.79	1
81	9	231.91	233.83	1
82	9	233.99	238.27	1
83	9	238.27	238.51	1
84	9	238.51	239.03	1
85	9	240.47	241.75	1
86	9	242.71	243.83	1
87	9	244.07	246.31	1
88	9	247.39	247.95	1
89	9	249.07	251.79	1
90	9	252.83	255.07	1
91	9	255.55	256.59	1
92	9	256.91	259.39	1
93	10	262.03	263.55	1
94	10	263.55	264.59	1
95	10	264.99	266.19	1
96	10	269.47	271.07	1
97	10	271.63	272.19	1
98	10	272.43	274.19	1
99	10	274.19	274.75	1
100	10	274.75	276.47	1
101	10	276.47	277.87	1
102	10	277.87	279.13	1
103	10	279.37	281.69	1
104	10	283.53	285.41	1
