scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
35	0.56	12.16	11.6	2	1	1.0	1	1	1.0	-0.0
36	19.44	54.47	35.03	3	3	1.0	1	3	1.0	0.7789625656774846
37	54.47	80.29	25.820000000000007	3	3	1.0	1	3	1.0	1.549821409083755
38	82.93	134.6	51.66999999999999	3	3	1.0	1	3	1.0	0.8020253621151154
39	134.6	237.77	103.17000000000002	3	3	1.0	1	2	0.6666666666666666	0.7746647467866681
40	242.89	279.03	36.139999999999986	2	1	1.0	1	1	1.0	-0.0
41	280.31	422.75	142.44	4	6	1.0	1	4	0.6666666666666666	1.4724034507563688
42	426.01	458.15	32.139999999999986	2	1	1.0	1	1	1.0	-0.0
43	461.35	513.72	52.370000000000005	3	3	1.0	1	3	1.0	1.2166555553114273
45	518.6	523.4	4.7999999999999545	2	1	1.0	1	1	1.0	-0.0
46	528.2	569.07	40.870000000000005	3	3	1.0	1	3	1.0	1.4289791037256203
47	582.26	605.64	23.379999999999995	3	3	1.0	1	3	1.0	1.348446492568649
48	611.4	613.0	1.6000000000000227	1	0	0.0	1	0	0.0	0.0
49	616.44	627.6	11.159999999999968	3	3	1.0	1	3	1.0	1.2980175444966573
50	632.16	666.06	33.89999999999998	2	1	1.0	1	1	1.0	-0.0
52	670.62	707.54	36.91999999999996	2	1	1.0	1	1	1.0	-0.0
