scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	4.16	10.56	6.4	1	0	0.0	1	0	0.0	0.0
2	14.32	96.0	81.68	6	15	1.0	1	12	0.8	3.4403990007836476
4	136.78	202.59	65.81	2	1	1.0	1	1	1.0	-0.0
5	207.47	371.36	163.89000000000001	4	6	1.0	1	6	1.0	2.078096207156152
6	371.68	392.56	20.879999999999995	1	0	0.0	1	0	0.0	0.0
7	407.18	436.58	29.399999999999977	2	1	1.0	1	1	1.0	-0.0
8	440.02	470.71	30.689999999999998	2	1	1.0	1	1	1.0	-0.0
9	474.31	493.68	19.370000000000005	2	1	1.0	1	1	1.0	-0.0
10	496.88	499.44	2.5600000000000023	1	0	0.0	1	0	0.0	0.0
11	505.89	570.66	64.76999999999998	2	1	1.0	1	1	1.0	-0.0
12	592.83	620.58	27.75	2	1	1.0	1	1	1.0	-0.0
14	632.5	633.7	1.2000000000000455	1	0	0.0	1	0	0.0	0.0
15	639.22	726.93	87.70999999999992	4	6	1.0	1	6	1.0	2.388176740618156
