scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.4	63.32	60.92	3	3	1.0	1	3	1.0	1.5042120453505907
3	100.9	114.5	13.599999999999994	3	3	1.0	1	3	1.0	1.1568457058988093
4	114.5	208.07	93.57	4	6	1.0	1	6	1.0	2.404717909259716
5	214.63	234.18	19.55000000000001	2	1	1.0	1	1	1.0	-0.0
6	255.62	312.83	57.20999999999998	2	1	1.0	1	1	1.0	-0.0
8	319.55	356.67	37.120000000000005	3	3	1.0	1	3	1.0	1.1552903191343984
9	362.589	446.75	84.161	2	1	1.0	1	1	1.0	-0.0
10	446.75	475.28	28.529999999999973	1	0	0.0	1	0	0.0	0.0
12	481.76	505.09	23.329999999999984	3	3	1.0	1	2	0.6666666666666666	1.119106540456217
13	510.9	590.11	79.21000000000004	3	3	1.0	1	2	0.6666666666666666	1.011283958170024
14	591.72	610.36	18.639999999999986	2	1	1.0	1	1	1.0	-0.0
15	611.8	675.39	63.59000000000003	3	3	1.0	1	3	1.0	1.023551920317966
