scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.48	20.32	17.84	2	1	1.0	1	1	1.0	-0.0
2	27.2	33.96	6.760000000000002	1	0	0.0	1	0	0.0	0.0
3	37.32	69.92	32.6	5	10	1.0	1	10	1.0	3.068510142964116
4	71.84	97.85	26.00999999999999	4	6	1.0	1	4	0.6666666666666666	1.9935267695141434
6	139.11	220.5	81.38999999999999	5	10	1.0	1	8	0.8	2.394128628941698
7	226.9	263.3	36.400000000000006	2	1	1.0	1	1	1.0	-0.0
8	265.3	321.68	56.379999999999995	3	3	1.0	1	3	1.0	1.1070859140454317
9	330.4	438.61	108.21000000000004	3	3	1.0	1	3	1.0	0.6785893631094706
10	443.17	521.03	77.85999999999996	3	3	1.0	1	2	0.6666666666666666	1.0788854127325338
11	528.94	605.98	77.03999999999996	2	1	1.0	1	1	1.0	-0.0
12	613.8	660.43	46.629999999999995	2	1	1.0	1	1	1.0	-0.0
