scene_id	start	end	character	degree	betweenness	eigenvector
9	7.2	9.76	Chandler	0.0	0.0	0.0
10	9.76	84.49	Joey	0.5	0.0	0.7071067811865475
10	9.76	84.49	Monica	0.5	0.0	0.7071067811865475
11	91.69	167.79	Melissa	0.47577782114577316	1.0	0.694638504457097
11	91.69	167.79	Phoebe	0.23356433711326935	0.0	0.4530405635904828
11	91.69	167.79	Rachel	0.29065784174095743	0.0	0.558776874850083
12	174.75	307.14	Chandler	0.22588374654903318	0.0	0.43910881948997593
12	174.75	307.14	Joey	0.2942124078536385	0.0	0.5668968118457749
12	174.75	307.14	Monica	0.47990384559732835	1.0	0.6970017570746976
13	307.62	342.82	Chandler	0.4796731707317073	1.0	0.7004477262555787
13	307.62	342.82	Joey	0.14634146341463414	0.0	0.26613607456233324
13	307.62	342.82	Monica	0.3739853658536585	0.0	0.662226979667804
15	346.34	407.98	Melissa	0.33766233766233766	0.0	0.5873947939494794
15	346.34	407.98	Phoebe	0.28355064935064933	0.0	0.5134327938612845
15	346.34	407.98	Rachel	0.37878701298701295	0.0	0.6255830258477643
16	412.22	529.84	Chandler	0.3018669694050046	0.0	0.5916737975625289
16	412.22	529.84	Joey	0.16078866324592264	0.0	0.30665399236065843
16	412.22	529.84	Monica	0.24066328575660936	0.3333333333333333	0.44083292643601363
16	412.22	529.84	Ross	0.2966810815924634	0.3333333333333333	0.601291757150441
17	536.48	552.3	Melissa	0.5	0.0	0.7071067811865475
17	536.48	552.3	Rachel	0.5	0.0	0.7071067811865475
18	553.42	660.68	Melissa	0.5	0.0	0.7071067811865475
18	553.42	660.68	Rachel	0.5	0.0	0.7071067811865475
19	667.96	674.93	Phoebe	0.5	0.0	0.7071067811865475
19	667.96	674.93	Rachel	0.5	0.0	0.7071067811865475
21	682.53	711.77	Chandler	0.5	0.0	0.7071067811865476
21	682.53	711.77	Rachel	0.5	0.0	0.7071067811865476
