scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
22	0.24	41.91	41.669999999999995	2	1	1.0	1	1	1.0	-0.0
23	47.35	109.67	62.32	4	6	1.0	1	6	1.0	2.1734030463103333
24	109.75	223.45	113.69999999999999	6	15	1.0	1	14	0.9333333333333333	3.345184928162158
25	223.45	256.01	32.56	2	1	1.0	1	1	1.0	-0.0
26	262.169	299.32	37.15100000000001	2	1	1.0	1	1	1.0	-0.0
27	302.12	336.93	34.81	2	1	1.0	1	1	1.0	-0.0
28	343.98	354.38	10.399999999999977	2	1	1.0	1	1	1.0	-0.0
29	354.38	374.27	19.889999999999986	3	3	1.0	1	3	1.0	1.501080022449723
30	376.99	407.8	30.810000000000002	2	1	1.0	1	1	1.0	-0.0
31	410.76	413.24	2.480000000000018	1	0	0.0	1	0	0.0	0.0
32	418.12	438.88	20.75999999999999	4	6	1.0	1	4	0.6666666666666666	1.9324564506533284
33	440.88	465.9	25.019999999999982	4	6	1.0	1	5	0.8333333333333334	2.0200468925246473
34	466.3	544.37	78.07	4	6	1.0	1	6	1.0	1.914513986559472
35	555.01	559.57	4.560000000000059	2	1	1.0	1	1	1.0	-0.0
36	563.68	570.56	6.8799999999999955	2	1	1.0	1	1	1.0	-0.0
37	573.2	638.27	65.06999999999994	3	3	1.0	1	3	1.0	1.0891126539981848
38	638.27	673.16	34.889999999999986	4	6	1.0	1	6	1.0	2.38935914823534
40	690.97	735.75	44.77999999999997	2	1	1.0	1	1	1.0	-0.0
