scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
53	7.84	12.64	4.800000000000001	1	0	0.0	1	0	0.0	0.0
54	12.64	42.65	30.009999999999998	2	1	1.0	1	1	1.0	-0.0
56	45.69	71.13	25.439999999999998	2	1	1.0	1	1	1.0	-0.0
57	75.61	118.43	42.82000000000001	5	10	1.0	1	7	0.7	2.3782538446565504
58	123.47	156.25	32.78	3	3	1.0	1	3	1.0	0.6809064060558042
59	163.05	170.09	7.039999999999992	2	1	1.0	1	1	1.0	-0.0
61	175.67	183.11	7.440000000000026	2	1	1.0	1	1	1.0	-0.0
62	193.35	232.46	39.110000000000014	2	1	1.0	1	1	1.0	-0.0
64	240.7	242.3	1.6000000000000227	2	1	1.0	1	1	1.0	-0.0
65	243.34	324.41	81.07000000000002	4	6	1.0	1	6	1.0	1.8472715221581952
66	325.93	328.09	2.159999999999968	1	0	0.0	1	0	0.0	0.0
67	338.17	358.39	20.21999999999997	3	3	1.0	1	2	0.6666666666666666	1.2214331944855974
68	365.35	367.89	2.5399999999999636	2	1	1.0	1	1	1.0	-0.0
69	367.89	381.05	13.160000000000025	2	1	1.0	1	1	1.0	-0.0
70	398.55	413.27	14.71999999999997	3	3	1.0	1	2	0.6666666666666666	1.1599430323331075
71	417.99	423.11	5.1200000000000045	2	1	1.0	1	1	1.0	-0.0
72	428.05	509.92	81.87	5	10	1.0	1	7	0.7	2.8593599836638104
73	512.0	576.25	64.25	3	3	1.0	1	2	0.6666666666666666	1.1128279593805848
74	578.09	652.18	74.08999999999992	4	6	1.0	1	6	1.0	2.191062258134046
75	664.58	674.94	10.360000000000014	1	0	0.0	1	0	0.0	0.0
76	691.42	710.52	19.100000000000023	2	1	1.0	1	1	1.0	-0.0
77	712.44	717.64	5.199999999999932	2	1	1.0	1	1	1.0	-0.0
