scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	2.48	32.85	30.37	3	3	1.0	1	3	1.0	1.2845825932658017
2	34.93	63.1	28.17	5	10	1.0	1	8	0.8	2.719361892970971
4	103.88	114.75	10.870000000000005	2	1	1.0	1	1	1.0	-0.0
5	117.95	247.26	129.31	6	15	1.0	1	12	0.8	2.908650005845111
6	255.91	277.67	21.76000000000002	4	6	1.0	1	6	1.0	2.304881050207595
7	283.19	312.93	29.74000000000001	3	3	1.0	1	2	0.6666666666666666	0.709191228967184
8	312.93	370.98	58.05000000000001	6	15	1.0	1	9	0.6	2.6441537329073235
9	376.66	397.71	21.049999999999955	5	10	1.0	1	6	0.6	2.7161515299687444
10	399.87	568.65	168.77999999999997	9	36	1.0	1	21	0.5833333333333334	4.120821691627656
11	573.69	697.92	124.2299999999999	7	21	1.0	1	13	0.6190476190476191	3.4158156224194136
