scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
1	3.2	25.6	22.400000000000002	4	6	1.0	1	4	0.6666666666666666	1.980843500857808
2	26.24	30.24	4.0	2	1	1.0	1	1	1.0	-0.0
3	30.24	42.92	12.680000000000003	4	6	1.0	1	5	0.8333333333333334	2.133675873017312
4	43.32	64.74	21.419999999999995	1	0	0.0	1	0	0.0	0.0
5	66.9	118.2	51.3	1	0	0.0	1	0	0.0	0.0
7	118.2	141.35	23.14999999999999	2	1	1.0	1	1	1.0	-0.0
8	142.15	168.13	25.97999999999999	3	3	1.0	1	3	1.0	1.1730373632927344
9	168.13	184.46	16.330000000000013	2	1	1.0	1	1	1.0	-0.0
10	187.74	190.38	2.6399999999999864	1	0	0.0	1	0	0.0	0.0
11	194.06	196.06	2.0	2	1	1.0	1	1	1.0	-0.0
12	200.09	205.05	4.960000000000008	2	1	1.0	1	1	1.0	-0.0
14	213.85	244.209	30.35900000000001	2	1	1.0	1	1	1.0	-0.0
15	251.09	269.629	18.539000000000016	2	1	1.0	1	1	1.0	-0.0
16	269.629	352.19	82.56099999999998	3	3	1.0	1	3	1.0	1.5112377433445512
17	355.23	385.37	30.139999999999986	2	1	1.0	1	1	1.0	-0.0
18	389.29	523.7	134.41000000000003	2	1	1.0	1	1	1.0	-0.0
19	526.42	538.26	11.840000000000032	1	0	0.0	1	0	0.0	0.0
20	546.9	549.3	2.3999999999999773	1	0	0.0	1	0	0.0	0.0
21	564.61	673.32	108.71000000000004	2	1	1.0	1	1	1.0	-0.0
22	678.64	679.12	0.4800000000000182	1	0	0.0	1	0	0.0	0.0
