scene_id	start	end	duration	n_nodes	n_edges	density	n_components	n_interaction_edges	interaction_density	interaction_entropy
12	2.4	28.08	25.68	2	1	1.0	1	1	1.0	-0.0
13	34.14	105.55	71.41	3	3	1.0	1	3	1.0	1.582006755795057
14	115.3	209.5	94.2	3	3	1.0	1	3	1.0	1.3550737693748731
15	209.5	215.82	6.319999999999993	2	1	1.0	1	1	1.0	-0.0
16	218.14	244.88	26.74000000000001	3	3	1.0	1	3	1.0	1.49237508162934
17	246.8	288.97	42.170000000000016	3	3	1.0	1	3	1.0	1.5529137770286956
19	288.97	372.38	83.40999999999997	3	3	1.0	1	3	1.0	1.5203991421116658
20	373.52	414.28	40.75999999999999	3	3	1.0	1	3	1.0	1.2877875946497555
21	421.96	440.13	18.170000000000016	2	1	1.0	1	1	1.0	-0.0
22	440.45	482.68	42.23000000000002	3	3	1.0	1	3	1.0	1.3955564699816296
23	483.08	489.69	6.610000000000014	2	1	1.0	1	1	1.0	-0.0
24	495.21	526.98	31.77000000000004	2	1	1.0	1	1	1.0	-0.0
25	528.9	536.9	8.0	2	1	1.0	1	1	1.0	-0.0
26	537.78	555.79	18.00999999999999	2	1	1.0	1	1	1.0	-0.0
27	568.96	635.17	66.20999999999992	3	3	1.0	1	3	1.0	1.5208779921205087
30	646.22	700.48	54.25999999999999	2	1	1.0	1	1	1.0	-0.0
