scene_id	sentence_id	start	end	utterance	speaker	speaker_confidence	speaker_method	alignment_score	row_type	filled_from_missing	matched_to_ct	scene_speaker_set	prev_speaker_scene	next_speaker_scene	review_flag	review_reason	notes	utterance_ct	speaker_ct	speaker_original	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	0.08	0.88	They have 350.		low	unresolved	0.0	dialogue	False	False				True	unresolved_no_reliable_inference | missing_speaker	No reliable automatic assignment available.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
14	2	2.48	4.0	How did you make $17?	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe		Monica	False		Speaker agrees with available community-transcript mapping.	How did you make $17.	Rachel	Rachel	present	char_tracker_stage05	joey|monica|rachel	present	1.0		high	
14	3	4.0	9.92	Well, my financially challenged friends, I split my money and I bought some shares of CHP and zxy.	Monica	high	qa_review_resolved_ct_support	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Rachel	Joey	True	speaker_no_face	Speaker agrees with available community-transcript mapping. | QA resolved prior review with community-transcript support.	Well, my financially challenged friends, I split my money and I bought some shares of CHP and ZXY.	Monica	Monica	partial	char_tracker_stage05		absent	0.3333		medium	speaker_no_face
14	4	10.96	11.92	How come those?	Joey	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	How come those?	Joey	Joey	present	char_tracker_stage05	joey	present	1.0		high	
14	5	12.48	13.76	Well, chp.	Monica	high	qa_review_resolved_ct_support	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Joey	Monica	True	speaker_offscreen	Speaker agrees with available community-transcript mapping. | QA resolved prior review with community-transcript support.	well chp because	Monica	Monica	present	char_tracker_stage05	joey	absent	0.0		low	speaker_offscreen
14	6	14.16	16.239	Cause I used to have a crush on Erik Estrada.	Monica	high	qa_review_resolved_bridge	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Monica	Monica	True	speaker_offscreen	Speaker agrees with available community-transcript mapping. | QA resolved prior review by same-speaker bridge.	Well, CHP because I used to have a crush on Eric Estrada	Monica	Monica	present	char_tracker_stage05	joey	absent	0.3333		low	speaker_offscreen
14	7	17.92	21.28	And zxy, because I think it sounds Zexy.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Monica	Rachel	False		Speaker agrees with available community-transcript mapping.	Well, CHP because I used to have a crush on Eric Estrada. And ZXY becuase I think it sounds zexy.	Monica	Monica	present	char_tracker_stage05	monica	present	1.0		high	
14	8	22.56	24.32	What happened to Meg?	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Monica	Monica	False		Speaker agrees with available community-transcript mapping.	What happened to uh, MEG.?	Rachel	Rachel	present	char_tracker_stage05	monica|rachel	present	1.0		high	
14	9	24.72	27.04	Meg was good for me, but I dumped her.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Rachel	Monica	False		Speaker agrees with available community-transcript mapping.	MEG was good for me but I dumped her. Ya know, my motto is get out before they go down.	Monica	Monica	present	char_tracker_stage05	joey|monica	present	1.0		high	
14	10	27.52	29.76	No, my motto is get out before they go down.	Monica	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Monica	Joey	False		Speaker agrees with available community-transcript mapping.	Ya know, my motto is get out before they go down	Monica	Monica	present	char_tracker_stage05	joey|monica	present	1.0		high	
14	11	31.92	33.76	That is so not my motto.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Monica	Phoebe	False		Speaker agrees with available community-transcript mapping.	That is so not my motto.	Joey	Joey	present	char_tracker_stage05	joey|monica|rachel	present	1.0		high	
14	12	39.36	39.84	Hey.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Joey	Rachel	False		Speaker agrees with available community-transcript mapping.	(enters) Hey.	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
14	13	40.56	41.28	Hey, Phoebe.	Rachel	medium	name_address_rule	0.74	dialogue	True	False	Rachel | Monica | Joey | Phoebe	Phoebe	Rachel	True	speaker_offscreen	Utterance names the previous speaker, so the next speaker is more likely.				present	char_tracker_stage05	phoebe	absent			low	speaker_offscreen
14	14	41.28	41.8	Oh, hey.	Rachel	high	qa_review_resolved_bridge	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Rachel	Rachel	True	speaker_offscreen	Speaker agrees with available community-transcript mapping. | QA resolved prior review by same-speaker bridge.	Hey Phoebs	Rachel	Rachel	present	char_tracker_stage05	phoebe	absent	0.0		low	speaker_offscreen
14	15	41.8	42.4	How's the dog?	Rachel	high	qa_review_resolved_ct_support	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Rachel	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping. | QA resolved prior review with community-transcript support.	Hey Phoebs. Oh hey, how's the dog?	Rachel	Rachel	present	char_tracker_stage05	phoebe	absent	0.0		low	speaker_offscreen
14	16	42.4	43.2	Yeah, okay.	Phoebe	medium	visual_disambiguation	0.74	dialogue	True	False	Rachel | Monica | Joey | Phoebe	Rachel	Phoebe	False		Only one of the two text-context candidates was visually present in the window.				present	char_tracker_stage05	joey|phoebe	present			medium	
14	17	43.2	44.12	I talked to the vet.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	ok i talked to the vet	Phoebe	Phoebe	present	char_tracker_stage05	joey|phoebe	present	1.0		high	
14	18	44.12	45.68	People are so nice upstate.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Ok, I talked to the vet, people are so nice upstate	Phoebe	Phoebe	present	char_tracker_stage05	joey|phoebe	present	1.0		high	
14	19	46.56	50.04	Anyway, he said that the little fellow's gonna be okay and I can pick him up tomorrow.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Phoebe	Joey	False		Speaker agrees with available community-transcript mapping.	Ok, I talked to the vet, people are so nice upstate. Anyway, he said that the little fella's gonna be ok and I can pick him up tomorrow.	Phoebe	Phoebe	present	char_tracker_stage05	joey|phoebe	present	1.0		high	
14	20	50.04	51.52	Oh, good God.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Good.	Joey	Joey	present	char_tracker_stage05	joey|phoebe|rachel	present	0.5		high	
14	21	51.68	54.6	Yeah, but he did have to have, like, a bunch of stitches.	Phoebe	high	qa_review_resolved_ct_support	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Joey	Phoebe	True	speaker_offscreen	Speaker agrees with available community-transcript mapping. | QA resolved prior review with community-transcript support.	yeah but he did have to have a bunch of stitches so still hoping	Phoebe	Phoebe	present	char_tracker_stage05	rachel	absent	0.25		low	speaker_offscreen
14	22	54.6	58.48	And he said that only once in a blue moon does a dog's ear grow back.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Yeah, but he did have to have a bunch of stitches and he said that only once in a blue moon does a dog's ear grow back so...still hoping.	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
14	23	58.56	58.96	So.	Phoebe	medium	visual_disambiguation	0.74	dialogue	True	False	Rachel | Monica | Joey | Phoebe	Phoebe	Rachel	False		Only one of the two text-context candidates was visually present in the window.				present	char_tracker_stage05	phoebe	present			medium	
14	24	59.84	61.12	Still hoping.	Rachel	medium	short_turn_alternation	0.7	dialogue	True	False	Rachel | Monica | Joey | Phoebe	Phoebe	Rachel	True	short_utterance_between_two_speakers | speaker_no_face	Short utterance inferred from local turn alternation.				partial	char_tracker_stage05		absent			medium	speaker_no_face
14	25	64.4	69.2	Okay, so, Phoebe, now are you gonna call your dad to let him know that his dog is okay?	Rachel	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Rachel	Phoebe	False		Speaker agrees with available community-transcript mapping.	Ok, so Phoebe, now are you gonna call your dad and let him know that his dog is ok?	Rachel	Rachel	present	char_tracker_stage05	rachel	present	1.0		high	
14	26	69.52	72.72	I don't want to meet my father over the phone.	Phoebe	medium	visual_disambiguation	0.74	dialogue	True	False	Rachel | Monica | Joey | Phoebe	Rachel	Phoebe	False		Only one of the two text-context candidates was visually present in the window.				present	char_tracker_stage05	phoebe	present			medium	
14	27	73.28	74.16	What am I gonna say?	Phoebe	high	scene_context_bridge	0.88	dialogue	True	False	Rachel | Monica | Joey | Phoebe	Phoebe	Phoebe	False		Same speaker appears on both sides within the same scene.				present	char_tracker_stage05	phoebe	present			high	
14	28	74.16	76.12	Like, hi, I'm Phoebe, the daughter you abandoned.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	I, I don't wanna meet my father over the phone. What am I gonna say, like 'Hi, I'm Phoebe, the daughter you abandoned. Oh, by the way, I broke your dog.'	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
14	29	76.12	77.84	Oh, by the way, I broke your dog.	Phoebe	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Phoebe	Joey	False		Speaker agrees with available community-transcript mapping.	Oh, by the way, I broke your dog	Phoebe	Phoebe	present	char_tracker_stage05	phoebe	present	1.0		high	
14	30	79.6	82.07	Hey, Phoebs, if you want, I'll do it.	Joey	high	community_transcript_match	1.0	dialogue	False	True	Rachel | Monica | Joey | Phoebe	Phoebe	Phoebe	False		Speaker agrees with available community-transcript mapping.	Hey Phoebs, if you want, I'll do it.	Joey	Joey	present	char_tracker_stage05	joey|phoebe	present	1.0		high	
