scene_id	scene_desc	start	end	shot_ids
18	Monica and Rachel's, Phoebe is looking at her beeper still in the pot. She takes it out, shakes it, and puts it back in.	1.92	52.04	1,2,3,4,5,6,7
20	Phoebe runs in and joins her.	55.00	96.56	8,11
21	The lecture, Rachel is listening closely, Ross is bored out of his mind.	104.24	125.33	12,13
22	Central Perk, Phoebe is teaching Leslie how to sing Smelly Cat.	129.41	185.06	15,16,17,18,19,20,22,23,24,25,26
23	The lecture, Ross is passed out against Rachel’s shoulder.	185.06	198.34	26,27,28
25	Chandler and Joey's, Chandler is reading the newspaper.	200.58	281.91	29,30,31,32,33,34,35,36,37,38,39,40,41,43,44,45
27	Monica and Rachel's, Ross and Rachel are getting back from the lecture.	287.27	436.33	46,47,48,49,50,51,52,53,54,56,57,58,59,61,62,63,64,65,66,67
28	Chandler and Joey's, Chandler and Ginger are eating dinner.	447.29	476.66	69,70,71,72,73,74,75
29	They start making out. She opens his shirt and feels inside and stops.	485.77	533.96	76,77,78,79,80,81,82,83,84,85,86,87
30	Central Perk, Phoebe is getting ready to sing as Leslie enters.	537.71	587.31	88,90,91,92,93,94,95,96,97
31	Monica and Rachel's, Phoebe, Monica, and Joey are watching TV.	587.55	600.99	97,100
32	Monica gets up and shuts off the TV.	601.39	638.09	101,102,103,104,106,108,110
34	Monica and Rachel's, the whole gang except Chandler is there.	639.93	672.07	110,111,113,114,115,116,117,118,119,120
