scene_id	scene_desc	start	end	shot_ids
1	Central Perk, the whole gang minus Monica is there.	2.32	23.68	1,2,3,4,5
2	Two guys walk over and interrupt her. They’re both names you’ve already heard. One’s Billy Crystal. Yes, that Billy Crystal from City Slickers. The other one is Robin Williams. Yes, that Robin Williams from Mrs. Doubtfire.	23.68	33.02	5,6
3	Rachel, Chandler, Phoebe, and Joey all scooch over to let them sit down.	34.38	35.50	7
4	cut to Monica telling the gang about what happened at Pete’s	37.50	41.18	8,9
5	Robin interrupts her again by complaining loudly to Billy as the camera cuts to them.	41.26	50.38	9,10,12
6	The gang is now eaves dropping in on the conversation, and is shocked.	53.90	63.93	14,15,16,17,18
7	cut back to the gang.	66.17	71.61	19,20,21
8	cut to Billy and Robin	71.61	72.73	21,22
9	cut to the gang	73.29	115.12	22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
10	cut to the gang, they’re all stunned	124.46	141.74	39,40,42
12	Central Perk, continued from earlier.	141.74	207.34	42,43,44,45,46,47,48,49,51,52,53,54,55,56,57
13	Chandler’s office, he is just finishing a meeting with his boss.	207.34	237.42	57,58,59,60,61,62,63,64
14	Monica and Rachel's, Ross is making reservations.	245.10	290.30	66,67,68,69,70,71,72,73,74,75,76
15	Ross throws his hands out in a “What are you doing?” gesture	290.30	337.82	76,77,78,79,80,81,82,84,85,86
16	Monica, Ross, Chandler, and Joey exit.	342.06	393.73	88,89,90,91,92,93,94,95,96,97,98,99,100,101
17	A Gym, Pete is training for the Ultimate Fighting Championship, with his trainer, Hoshi.	394.13	468.55	102,103,104,105,106,107,108,109,110,111,112,114,115,116,117,118,119
18	Central Perk, Phoebe is there with Bonnie, as Rachel enters.	468.55	498.86	119,120,121,122,123,124,125,126,127
20	cut to outside of Central Perk	505.83	557.22	129,130,131,132,133,134,135,136,137,138,139
21	Chandler’s office, Chandler is bent over getting some water as his boss approaches.	557.38	587.19	139,140,141,142,143,144
22	The Ultimate Fighting Championship, Ross and Monica are there watching Pete.	595.03	623.17	146,147,148,149,150
23	Pete enters with his entourage all pumped up, and Ross and Monica are the only ones who stand up and cheer.	634.53	645.09	156,157,158
24	The crowd goes wild, and Ross is the only one boo-ing him.	660.83	669.79	162
