scene_id	scene_desc	start	end	shot_ids
1	Chandler and Joey's, Chandler and Joey are playing with the duck and the chick.	0.08	0.72	1
17	Joey laughs, Ross glares at him, and Joey stops.	2.56	30.13	2,3,4,5
18	pause	33.97	37.57	6
19	A Fire House, Phoebe has gone to break up with Vince.	44.21	101.95	7,8,9,10,11,12,13,14,15,16
20	Central Perk, Phoebe, Ross, and Monica are there.	104.03	232.08	16,17,18,19,20,21,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,39,40
21	Jason’s apartment, Phoebe has gone to break up with Jason.	239.92	241.68	40
22	She goes in, and sees Jason without his shirt. It turns out that he has a great body too, and is at a loss for words.	251.11	255.91	42,43
23	Phoebe’s Herbal Guy’s office, Ross is there about his thing. Ross is looking around the exam room, and he goes over to a large bank of drawers, pulls one out and almost spills it as the herbalist, Guru Saj, enters.	272.95	391.35	46,47,48,49,50,51,52,53,55,56,57,58,59,61,62,63,64,65,66,67,68,69,70
24	Pete’s apartment, Pete and Monica are coming back from a date.	393.35	490.25	70,71,72,73,74,75,76,77,78,79,81,82,83,85,86,87,88,89
25	Central Perk, Phoebe’s singing, Vince is also there.	496.09	532.72	91,94,98
26	They all applaud her.	537.12	643.03	99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118
28	Guru Saj’s office: Joey and Chandler have taken the duck to see the guru.	652.47	685.62	119,120,121,122,123,124
