scene_id	scene_desc	start	end	shot_ids
15	Chandler and Joey both laugh	0.40	20.40	1,2,3,5,7
16	Monica and Rachel's, Chandler is entering numbers on a calculator as Ross reads off how much he’s sold.	26.24	223.73	8,9,11,12,13,14,15,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,50
17	Joey work, Joey is showing a guy a tree.	223.73	304.63	50,51,52,53,54,55,56,57,58,59,60,61,62,63
18	A Brown Bird meeting, Ross is there with the other Brown Birds to see who won the contest.	305.91	411.40	63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
19	Central Perk, Chandler, Phoebe, and Ross are there.	413.64	483.10	80,81,82,83,84,85,86,87,88,89,90,92,93
20	The hallway between the two apartments, Chandler, Phoebe, Ross, and Rachel are coming up the stairs.	483.10	486.66	93
21	They start to go into Monica and Rachel’s, their apartment is filled with all of the old Christmas trees from Joey’s work.	495.76	507.76	96,97,99,100
22	phone rings	511.76	531.05	102,103,104,105,106,107
23	Central Perk, Rachel is serving her last cup of coffee.	534.73	597.60	107,108,110,111,112,113,115,116,117,118
24	Rachel’s new job, Rachel’s boss is telling her what to do.	597.76	617.31	118,119
26	The hallway between the apartments, Ross is bringing Sarah to Joey and Chandler’s.	618.27	655.12	119,122,123,124,125,126,127
27	They start shaking the chair likes it’s flying into outer space. Ross picks up a soccer ball and starts spinning it in his hand and runs around the chair beeping like a satellite. Chandler also starts running around the chair and saying...	655.12	671.63	127,128,129
