scene_id	scene_desc	start	end	shot_ids
1		2.96	3.92	2
3	Monica and Rachel's, Ross is eating the picnic as Rachel comes home from work.	3.92	26.24	2,3,4,5,6,7,8,10,11,12
5	Monica and Rachel's, Mark is there, opening Chinese food boxes.	29.28	50.32	13,15,16,17,18,19,20,21,22,23
6	The Philly.	50.40	53.52	23,24,26
9	Monica and Rachel's, Monica is making a fruit drink in the blender, Rachel has just finished her shower and is coming out of the bathroom.	69.50	113.13	29,30,31,32,33
13	Ross’s Kitchen, Ross is taking some aspirin and checking his messages.	113.86	184.12	34,36,37,38
14	Ross finds a clock, sees it’s almost 8:30, and silently screams.	184.12	236.81	38,39,40,41,42,43,44,46,47,48,49,50,51,52,53
16	Monica and Rachel's, Phoebe is entering carry a large box, Monica is mopping the ceiling.	242.97	299.79	56,57,58,59,61,62,63,64,65,66,67,68,69,70,71,72
17	Chandler and Joey's, Ross has told Chandler and Joey his terrible act.	301.81	403.78	73,74,75,76,77,78,79,80,81,83,84,85,86,87,89,91,92,93,94,95
18	Monica's Bedroom, Monica and Phoebe are waxing their legs.	406.82	452.62	96,97,98,99,100,101,102,103
19	The Xerox Place, Ross is trying to break the trail.	459.18	545.78	104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
20	Phoebe’s Work, Ross is now trying to stop Jasmine from telling Phoebe.	550.35	588.64	127,128,129,130,131,132,133,134,135,136,137
21	Central Perk, Gunther is wiping down the counter as Ross rushes in.	588.80	599.12	137,138,139
23	Monica’s Bedroom, Monica and Phoebe still have wax strips on their legs.	613.62	634.51	141,142,143
24	Hearing the screaming Chandler and Joey rush in. Joey has a pan, Chandler has a tea kettle.	637.63	674.33	145,146,147,148,149,150,152,153,154,155,156
25	Joey laughs, pulls it off, then does a high-pitched whine. He looks at Chandler and does the whine again.	685.85	690.57	160,162
