scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Gunther is pouring Rachel coffee.	2.88	58.29	1,2,4,5,6,7,8,9,10,11,12,13
2	Gunther gets this hurt expression on his face and goes into the back room	63.09	63.57	14
3	She’s interrupted by a loud crash and the sound of braking dishes. Followed quickly by another crash. Everyone turns and looks at the back room, as Gunther emerges.	74.93	75.97	19
5	The hallway between the two apartments, Pete and Monica are returning from their date.	87.00	119.38	22,23,24,25,26
6	She goes into her apartment and sees Chandler, Phoebe, and Ross sitting there.	125.86	198.48	29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,49,50
7	A Theatre, Joey is arriving to rehearse the play he’s in.	204.64	226.17	52,54,55,56,57,58
8	She goes over to the snack table, and Joey quickly runs over and pours her a cup of coffee.	234.01	300.11	59,60,61,63,64,65,66,67,68,69,71,72,73,74,76
9	Central Perk, Rachel is telling Phoebe about Mark, as Gunther eavesdrops behind them.	300.11	309.86	76,77,78,79
10	Gunther tries to swoop in to ask Rachel out.	311.54	347.12	80,81,82,83,84,85
11	Chandler and Joey's, Joey is telling Chandler about Kate.	349.20	399.24	85,86,87,88,89,90,91,92,93,94,95,96,97,98
12	Monica and Rachel's, Rachel is there as Ross enters, walking very confidently.	403.72	549.00	99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,120,121,122,123,124,125,126,130,131,132
13	Central Perk, the gang minus Rachel and Ross are talking to Pete.	559.88	638.28	134,135,136,137,138,139,140,141,142,143,145,146,147,148,149,150,151,152,153
14	The Theatre, Joey and Kate are rehearsing for the play.	641.72	697.69	154,155,156,157,158,159,160,161,162
