scene_id	scene_desc	start	end	shot_ids
24	The crowd goes wild, and Ross is the only one boo-ing him.	0.24	5.60	1
25	Pete and Monica kiss, and Monica mouths “I love you.” to him.	11.20	22.80	3,4,5,6,7,8
28	Later after the fight. Monica is walking up to a defeated Pete.	44.06	152.02	14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
29	Monica and Rachel's balcony, Ross and Phoebe are grilling some burgers and hot dogs.	152.50	235.52	34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
31	Chandler’s office, Chandler is confronting his boss about the butt smacking thing. His boss is writing on a white board.	235.52	320.53	51,52,53,54,55,56,57,59,60,61,62,63,64,66,67
32	The street outside Central Perk, Rachel and Phoebe are talking and walking.	330.03	341.63	68,69
33	We see Ross and Bonnie laughing and having a good time.	344.75	456.50	70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,95
35	A locker room, Pete is in a full upper-body cast. Monica enters, sees him, and gasps. Pete tries to turn around, and winces in pain.	456.50	564.79	95,96,97,98,99,100,101,102,103,104,105,106,108,109
36	Chandler’s office, he is just finishing up a meeting with his boss and the rest of his team.	570.53	622.86	110,111,112,113,114,115,116,117,118,119,120,121,122
38	Monica and Rachel's, the gang is watching Pete fight on TV. Monica is hiding in the kitchen, not watching.	628.24	664.06	122,123,124,125,126,127,128,130
