scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, Joey is taking a jar of olives out of the fridge.	4.16	80.04	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2	Phoebe puts the globe right up next to her eye to try and find the country.	81.56	112.95	19,21,23,24,25,26,27,28
4	The Xerox place, Chandler and Joey are waiting in line.	125.27	174.28	28,29,30,31,32,33,34,35,36,37,38,39,41
5	They both start laughing. They look at each other, stop and step apart a little bit.	174.28	181.88	41,42,43,44
6	A Street, Phoebe is walking along with the diplomat (Sergei) and his translator (Mischa).	195.48	226.07	46
7	Sergei goes up to her at her door and says something.	234.55	241.67	46,47
8	Sergei says something and leans in to kiss her, but just as he’s about to....	251.36	271.60	49,50,51
9	Sergei says something and kisses her.	278.76	279.16	51
10	Monica and Rachel's, Phoebe is showing Monica where Sergei’s country is.	283.72	330.98	52,53,54,55,56,57,58,59,60
11	Ross calls Rachel	335.65	358.93	61,62,63,64,65,66,67
12	Cut to kitchen.	359.25	387.08	68,69,71,72,73,74,75
13	Central Perk, Chandler and Joey are sitting on the big couch.	387.08	505.02	75,76,77,78,79,80,81,82,83,84,85,86,87,88,90,91,92,93,94
14	Rachel’s office, Rachel and a co-worker (Sophie) are dealing with the crisis.	505.56	632.01	94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
15	Ross starts to pack up the picnic in anger, and throws a three hole punch in the basket.	640.01	648.81	120,121,123
16	Monica and Rachel's, Ross is eating the picnic as Rachel comes home from work.	649.70	676.35	124,125,126,127
