scene_id	scene_desc	start	end	shot_ids
25	Joey laughs, pulls it off, then does a high-pitched whine. He looks at Chandler and does the whine again.	0.96	5.68	1,2,3
26	Cut to Living Room, Rachel is trying to close the door on Ross.	5.84	8.00	3,4
27	Cut to Monica's bedroom, Chandler slowly closes the door, and we hear Rachel from the living room.	8.32	18.08	4,5,6,7,8
28	Cut to Living Room	18.48	27.96	8,9,10,11,13
29	Cut to Monica's bedroom	28.52	29.72	13
30	Cut to Living Room	33.64	35.96	15,16
31	Cut to Monica's bedroom, both Monica and Phoebe gasp.	36.68	54.14	17,18,19,20,21
32	Cut to Living Room	54.14	61.98	21,22,23,24
33	Cut to Monica's bedroom	61.98	62.42	24
34	Cut to Living Room	66.98	68.42	26,27
35	Cut to Monica's bedroom	68.66	69.54	28
36	Cut to Living Room	72.90	79.39	30,31,32,33
37	Cut to Monica's bedroom	79.63	82.19	33
38	Cut to Living Room	84.59	86.11	34,35
39	Cut to Monica's bedroom	86.11	86.47	35
40	Cut to Living Room	86.47	97.55	35,36,37,39,40
41	Rachel picks up a newspaper and starts beating him with it.	97.55	98.11	40
42	Cut to Monica's bedroom	98.43	112.58	40,41,42,43
43	Cut to Living Room	112.58	138.66	43,44,46,48,49
44	Ross hands Rachel back the newspaper, and she starts beating him with it again.	138.66	144.16	49,51,53
45	She throws the paper at him, misses and hits Monica’s door, they all jump back at the sound.	145.76	167.28	53,55,56,57,58,59,60,61
46	Cut to Monica's bedroom	167.44	177.17	61,62,63,64
47	Cut to Living Room	177.65	196.95	64,65,66,67,69
48	Cut to Monica's bedroom	196.95	205.27	69,70,71
49	Cut to Living Room	205.27	213.43	71,72,73
50	Cut to Monica's bedroom	213.43	223.23	73
51	Later, Phoebe is on the phone, they’re all still trapped in Monica’s bedroom.	225.91	231.43	75
52	Cut to Living Room	232.79	281.03	76,77,78,79,80,81,82,83,84,85
54	Later, Ross and Rachel are sitting in the kitchen.	289.27	310.40	85,86,87
56	Cut to Monica's bedroom	316.16	342.19	90,91,94,95,96,97
57	Cut to Living Room	345.55	362.70	99,100,101
58	Cut to later, they are finishing up the pizza, there’s one piece left.	369.66	374.14	102,103
59	Cut to Monica's bedroom, they’re all eating the wax, Chandler and Phoebe, don’t like it. Joey tries some and makes a face like: ‘Hey, that’s not so bad.’	387.72	397.48	107,108
60	Long pause.	402.20	439.44	109,110,111,112,113
61	Later, in the living room, Rachel is sitting on the couch, Ross is on the chair.	439.44	451.49	113,114,115,118
62	Cut to Monica's bedroom	455.09	470.15	118,119,120,122
63	Cut to Living Room	470.23	521.68	122,123,124,126,127,128,129,130,131,133
64	He kisses her on her shoulder, then her neck, then the side of her face, then just before he kisses her on the lips....	523.12	602.30	133,134,135,136,137,138,140,141,142,143,144,145,146,147,148,149,150,151
65	We see the rest of them are now crying.	611.98	615.10	154
66	Pause	621.02	622.22	155
68	Monica’s bedroom.	634.34	643.86	157,158,161
69	Cut to Living Room, Rachel is sleeping on the couch, Ross is gone, the rest of them can finally emerge from their cell. They all wave good bye, and start to walk quietly out, as Monica goes and puts a blanket on Rachel. Joey starts walking all hunched over and bobbing his shoulders as he goes.	672.35	680.20	165,166
