scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Chandler and Rachel are sitting on the couch.	3.84	41.25	1,2,3,4,5,6,7,8,9
3	The hallway of Ross’s building, there is a Brown Bird girl selling cookies, as Ross and Chandler come up the stairs.	52.21	77.90	11,12,13
4	they both start up the stairs.	80.30	89.40	14
5	Central Perk, the gang’s all there discussing the incident.	94.12	116.10	14,15,16,17,18,19
6	Rachel starts to laugh, and Ross notices her.	120.42	171.27	20,21,23,24,25,26,27,28,29,30
7	Phoebe turns and looks at Monica, while Joey frantically motions to Chandler to help him out.	174.07	182.47	32
8	cut to Gunther retraining Rachel.	186.31	232.41	33,34,35,36,37,38,39,40
9	Sarah’s bedroom, her room is decorated with a space motif.	232.41	347.56	40,41,42,43,44,45,47,48,49,51,52,53,54,55,56,58,60
10	A hallway, Ross is selling Brown Bird cookies for Sarah, he stops and knocks on a door.	347.56	402.85	60,61,62,63,64
11	Joey’s work, selling Christmas trees.	404.21	468.68	64,65,66,68,69,70,71,72,73,74,75,77,78,82,84
12	Central Perk, all except Phoebe are there, Ross is telling the gang, minus Rachel who’s still being retrained, about the different cookie options.	468.68	502.74	84,85,86,87,88,89,90,91
13	Chandler mouths ‘Okay.’	503.46	547.55	91,92,93,94,95,96,97,98,99,100
14	cut to Gunther retraining Rachel.	550.51	604.58	100,101,102,103,104,105,106,107,108,109,110
15	Chandler and Joey both laugh	606.50	661.34	111,112,113,114,115,116,117,118,119,120,121,122,123
16	Monica and Rachel's, Chandler is entering numbers on a calculator as Ross reads off how much he’s sold.	661.58	665.27	124,125,126,127
