scene_id	scene_desc	start	end	shot_ids
1	Chandler and Joey's, Chandler and Joey are playing with the duck and the chick.	3.28	81.82	2,3,4,5,6,7,8,9,10,11,12,13,14,15,18
4	Central Perk, Chandler, Joey, and Rachel are there, as Phoebe enters with her date.	93.90	172.69	20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,37,38
5	He goes over and sits down at the counter, all depressed.	175.73	236.96	39,40,41,42,43,44,45
6	cut to Phoebe and Rachel as Monica returns from the bathroom	239.52	268.31	46,47,48,49,50,51,52,53
7	A Street, Phoebe is walking with her second date, Jason.	268.49	304.99	53,54,55,56,57,58
8	A Doctor's Office, Ross is having his thing looked at by Dr. Rhodes.	304.99	342.94	58,59,60,61,62,63
9	Central Perk, Chandler, Monica, and Joey are there.	347.26	452.06	64,65,66,67,70,71,73,74,75,76,77,78,79,80,81,82,83,84
10	Dr. Rhodes's Office, a rather large group of doctors has now gathered to take a look at Ross's thing. Ross is none too pleased with the developments, he has a disgusted look on his face.	452.06	473.33	84,85
11	He removes the blanket covering the thing.	473.97	481.73	85,86
12	Pete's apartment, Monica is there to water the plants, and is showing the gang around.	481.73	598.38	86,87,88,89,90,91,93,94,95,96,98,99,100,101,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,122,123
13	pause	601.10	607.98	124,125,126
14	Pete's computer automatically calls Mom, Pete's Mom.	608.62	629.42	127,130,131,132
16	Monica and Rachel's, the gang is returning from Pete’s.	629.42	666.42	132,133,134,135,136,137,138
17	Joey laughs, Ross glares at him, and Joey stops.	673.38	693.33	139,140,141,142,143
