scene_id	scene_desc	start	end	shot_ids
1	Central Perk, the whole gang is there, Ross is telling a story about what happened at work and the rest of the gang are thinking to themselves, denoted by italics.	2.72	51.47	1,2
2	Joey is singing in his head.	64.89	65.69	2
4	Monica and Rachel's, the whole gang is there including Janice, they’re watching Happy Days.	78.01	91.74	3,4,5
5	A commercial for the Mattress King, Janice’s ex-husband, comes on TV.	91.74	159.97	5,6,7,8,9,10,11,13,14,15,16,18
6	Central Perk, Rachel is on the phone, everyone else is there except Joey.	160.21	271.88	18,19,21,22,23,24,25,26,27,28,29,30,31,33,34,36,37,38,39,40,41,42
7	Mattress King, Monica and Phoebe are shopping for a new mattress.	278.84	338.54	43,44,45,46,48,49,50,51,52,53,54
8	Classroom. Joey is writing his name on the board, but turns around before he’s done which causes him to write his name with a downward curve, and he then underlines it, and draws the line right through his name.	339.50	411.52	54,55,56,57,58,59,61,62,63,64,65,66,67,68
9	Monica and Rachel's, Joey is entering, Phoebe is already there waiting for the delivery guy.	416.08	442.06	69,70,71,72,73,74,75
10	There is a knock on the door.	443.58	495.94	76,77,79,80,81,83,84,85,86,87,88
11	Joey throws a punch and just lightly taps her on the shoulder, Phoebe counters with a jab to the nose.	499.70	500.42	90
12	Phoebe throws another jab, and lands it on Joey’s nose, causing it to bleed.	500.66	524.96	90,91,93,94,95
13	Restaurant, Rachel and Ross and Dr. Green are having dinner.	532.80	600.61	96,97,99,100,101,102,103,104,105,107,108,109,110,111,112
14	After dinner.	605.01	687.38	114,115,116,117,118,120,121,122,123,124,125,126,127,128,129,130,131,132,133
15	Ross takes a twenty and slips it underneath the bill when Dr. Green isn’t looking.	687.70	689.14	133,134
