scene_id	scene_desc	start	end	shot_ids
1	Central Perk, the whole gang is there, Ross is telling a story about what happened at work and the rest of the gang are thinking to themselves, denoted by italics.	2.88	3.92	1
15	Ross takes a twenty and slips it underneath the bill when Dr. Green isn’t looking.	4.24	69.30	1,2,4,5,6,7,8
16	Classroom, Joey is lecturing on facial expressions.	69.38	138.65	8,10,11,12,13,14,15,16,17,18,19,20
18	Hallway, Ross and Rachel are returning from dinner.	147.35	169.75	21,22,23,24,25,26,29
19	they go into Monica and Rachel’s, and see Phoebe hopping around.	170.15	244.78	29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
20	Monica’s bedroom, Phoebe is trying to hide the bed from Monica.	250.22	261.28	45,46,47,48
22	Phoebe makes a sound like a car screeching to a halt.	263.68	324.26	49,52,53,54,55,56,57,58,60,61,62,63,64
23	Classroom, Joey is coaching his student.	328.42	355.55	64,65,66,67,68,69,70
25	Central Perk, Chandler, Monica, and Phoebe are there, yelling at Joey.	361.47	394.29	71,72,73,74,75,76,77,78
26	Monica and Rachel's, Rachel is greeting her Father for their brunch.	397.25	506.78	79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,104,105,106,107,108,109,110,113
27	Both he and Ross start laughing	506.78	521.05	113,114,115
28	Classroom, Joey is talking to his students.	525.85	609.91	115,116,117,118,121
29	Mattress King, Monica is trying to return her bed.	615.03	638.77	122,123,124,125,126,127,128
30	Joey goes to the door, but stops and looks through the window at Janice and the Mattress King, her ex-husband, kissing.	644.29	647.33	129
33	Monica’s bedroom, Chandler is playing with the bed.	661.63	685.07	129,130,132,133
