scene_id	scene_desc	start	end	shot_ids
16	Monica and Rachel's, Rachel is trying to take some aspirin.	0.88	6.48	2,3
17	Rachel’s bedroom, Rachel is trying to put on eye liner with her left hand, as Ross is setting out her shoes.	17.68	59.18	4,6,7,8,9
18	Of course it’s too late for that.	59.18	83.98	9,10,11,12
19	Central Perk, Monica is entering, Phoebe is already there.	86.70	130.17	13,14,15,16,17,18,19,20,21,22,23,24,25
20	Rachel’s Bedroom, Ross is finishing up her make-up.	134.65	138.09	27,28
21	She turns and looks in the mirror, and it’s way, way over done. She looks like she has two black eyes.	144.38	277.21	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,60,61,62
22	Central Perk, Monica is trying to find out what Phoebe won’t tell her.	279.45	338.38	63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,81,82,83
23	Chandler and Joey's, Chandler is watching Baywatch with the baby chick. He’s on one leather chair, the chick is on the other. It’s watching Yasmine Bleeth run and is chirping.	342.70	361.18	85,86
24	Joey wants to know, but Chandler doesn’t want to discuss it by the chick, so he and Joey move over to the windows and away from the chick.	368.06	388.94	86,87,88,89,90,91
25	He hear a duck start quacking, and see it waddle into the living room from the bathroom. Joey wants to know what’s with the duck.	401.88	403.24	94
26	Pete’s Restaurant’s Kitchen, Pete is showing Monica around the kitchen.	406.12	490.92	95,96,97,98,99,100,101,102,103,105,106,107,108,109,110,111
27	She kisses him on the cheek, and he kisses her back on the mouth.	498.12	517.14	113,115
28	The Hallway Between The Apartments, Ross and Rachel are coming back from the hospital. Ross is helping her up the stairs.	517.46	521.70	115
29	As they approach the door, Chandler comes out carrying his duck.	523.86	552.22	116,117,118,120,121,122,123
30	cut to inside Monica and Rachel’s	556.54	580.93	126,127,128,129
31	They both look at each other for a while	591.58	604.38	130,131,132,133
32	He leaves	612.79	613.27	135
33	In the hallway, Ross all dejected, sits down on the step.	626.47	627.43	138
35	Chandler and Joey’s Bathroom: Chandler is watching the duck swim in the bathtub.	638.39	663.22	139
36	Chandler picks up the chick and drops it in the water.	663.22	672.65	139,140,141
