scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, Phoebe, Chandler, and Ross are there, Rachel is serving brownies.	2.16	7.68	1,2
2	Phoebe takes a bite and spits it out and screams.	9.84	96.53	2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,21,22
4	Central Perk, Ross, Rachel, and Phoebe are there.	96.53	153.06	22,23,24,25,26,27,28,30,31,32,33,34,35,36
5	Monica and Rachel's, All are there except for Chandler.	157.62	261.12	37,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,55,56,57,58,60,61,62,63
6	Monica and Rachel's, Monica and Rachel are babysitting Ben.	261.12	284.48	63,64,65,66,68,69
7	cut to later	284.48	348.96	69,70,71,73,74,75,76,78,79,80,81,82
8	Monica takes the bear, grabs his hat, and rips off his head.	349.44	362.84	83,86,87
9	The street, Chandler and Joey are walking past a jewelry store.	362.84	469.92	87,88,89,91,92,93,95,96,97,98,99,100,101,102,103,104,105,106,108
10	Monica and Rachel's, Monica and Rachel are dressing up Ben in the entire rain suit from Rainy Day Bear.	472.88	554.67	109,110,111,112,113,114,115,117,118,119,120,121,122,123,124
11	Chandler and Joey's, Chandler is waiting for Janice to arrive, and is angrily flipping through a magazine.	565.99	630.53	126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
12	Janice starts to breath into it and sucks in the receipt, and then spits it out.	634.45	671.23	142,143,145,147,148,149
