scene_id	scene_desc	start	end	shot_ids
16	Monica and Rachel's, Ross is eating the picnic as Rachel comes home from work.	0.24	90.51	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25
18	The Philly, Chandler and Joey are talking to Chloe.	104.19	112.68	27,28,29
19	Chandler agrees in an absolutely bored way.	116.52	156.67	31,32,33,34,35,36
21	A Restaurant, Monica and Phoebe are on their dates with Sergei and Mischa.	160.35	189.79	36,37,39,40,41
22	Mischa does so.	193.96	200.76	43,44,45,46
23	Sergei responds.	201.08	232.43	46,47,48,49,51,52
24	Mischa does so, and Sergei complements Phoebe, and says it slowly	232.43	260.91	52,53,54,55,56,57,58,59,60
25	Monica and Rachel's, Rachel is lying in front of the bay window, and the phone rings.	268.27	304.36	62,63,64,65,66,67,68,69,70,71,72
26	The Philly.	309.32	324.43	72,73,74
27	Ross goes to call her.	329.95	344.63	75
28	Monica and Rachel's, Mark is there, opening Chinese food boxes.	344.63	372.60	75,76,77,78,79,80,81
29	The phone rings and Rachel answers it.	378.67	397.31	82,83,84,85,86,87,88,89,91
30	Rachel mouths ‘Shoot!’ or something similar.	398.99	403.51	92,93,94
31	Cut to The Philly.	403.51	425.71	94,95,96
32	The camera pans over to Joey and Chandler who are still dancing.	428.59	430.59	96
34	The Restaurant, after dinner.	439.34	460.78	97,99,101,103
35	Sergei says something to Mischa.	467.70	475.14	105,106,107
36	Mischa does so.	477.94	499.66	107,108,109,110,111
37	Sergei insults Mischa, and they get into a huge fight, in Russian.	516.14	562.00	117,118,119,121,123,124,125,126
38	The Philly, With or Without You is playing. (Which is the same song Ross played for Rachel in TOW the List.)	565.92	594.22	126,127,128,129,130
39	Monica and Rachel's, Rachel is next to the bay window again, Mark has left.	594.78	604.86	130
40	The Philly, Ross is dancing with Chloe.	607.96	660.10	130,138
45	Both Phoebe and him are singing along and they get to the chorus.	660.10	671.52	138,139,145
