scene_id	scene_desc	start	end	shot_ids
1	A Video Store, Monica is running in to return a video.	0.96	3.84	2
22	He puts his leg up on the table to pass Joey the cookies, and Phoebe sees what the guys are laughing at, and gasps.	5.92	6.48	2
23	Monica and Rachel's, Monica is talking to Richard on the phone.	6.48	19.44	2,3
24	There’s a knock on the door.	19.60	32.21	3,4,5,6
25	Monica’s bedroom, she’s in bed with Richard.	44.13	113.75	7,8,9,10,11,13,14,15,16,18
26	Central Perk, Robert is picking up Phoebe for a date.	114.15	233.27	18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,45,48
27	Joey recoils and gasps in horror.	234.47	271.70	48,49,50,51,52,55,56,57,58,59
28	He bends over to pick them up, right in front of Rachel, who then gets a free peep show.	274.42	281.30	59
29	Monica and Rachel's, Rachel is reading The Shining, as Monica enters.	282.66	295.18	60,61
30	Rachel starts laughing.	298.94	305.50	63,64,65
31	She goes into her bedroom, and sees Richard who has covered the room in roses and has two glasses of wine and a rose between his lips.	309.18	313.34	67,68
32	Central Perk, Phoebe, Chandler, and Ross are there.	320.38	434.86	71,72,73,74,75,76,77,78,79,80,81,83,84,85,86,88,89,91,92,93,94,95,96,97,98,99,100
34	Richard’s bedroom, Monica has covered it in rose pedals and candles. We hear Richard come in to the apartment, and Monica frantically throws the rest of the pedals on the bed, and jumps onto the bed and puts a rose in her mouth, and bites a thorn.	459.27	495.35	102,103,104,105
35	Cut to into the bedroom, with Monica still hiding under the covers. Richard enters and sits down next to her.	514.08	639.25	105,106,107,108,109,110,111,112,113,114,115,116,117
36	Monica kisses him.	642.94	654.30	117,118
37	They both kiss, and Richard picks her up and goes over to the bed and starts to lie down.	660.94	662.54	120
39	Monica and Rachel's, Joey is entering, and he’s very dejected.	669.97	682.85	122,123,124,125
40	Rachel hugs him	687.49	693.73	125,126,127,128
