scene_id	scene_desc	start	end	shot_ids
1	Outside Central Perk, Rachel and Phoebe are helping Monica learn how to roller skate by rolling her between themselves.	2.48	18.00	1,2,3,4,5
2	He distracts her from catching Monica and Monica slams into her, knocking her down. Monica then falls on top of her.	20.16	26.96	6,7,9
5	Chandler and Joey's, Joey is watching Quincy M.E. as Chandler is walking into the living room from his bedroom.	40.39	117.76	10,11,12,14,15,16,17,18,19,20,21,22,23,26,28,29,30
6	The Moondance Diner, Pete is entering, Monica is on roller skates.	118.00	124.16	30
7	She gets just about all the way over to him and falls into his arms.	127.12	149.73	31,32,33,34,35,36
8	She starts to go and get the coffee and falls behind the counter.	153.73	165.57	37,38,39,40,41
9	Monica and Rachel's, Monica is telling Rachel about Pete’s offer.	171.49	217.35	43,44,45
10	She slaps Rachel’s side and Rachel screams in pain.	217.91	223.75	46,47
11	Monica hugs her goes and hugs her	224.23	271.61	48,49,50,51,52,53,54,55,56,57,58
12	A small pause	273.02	276.78	59,60
13	Chandler and Joey's, Chandler is talking to Phoebe about her suggestion.	278.94	338.19	62,63,64,66,67,68,71,72,73,74,75
14	The Moondance Diner, Pete is talking to Monica about the restaurant.	343.39	460.38	77,78,79,80,81,82,83,84,85,86,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
15	Chandler and Joey's, Chandler is baby-chick sitting.	463.10	620.71	104,107,108,109,110,111,112,113,116,117,118,119,120,122,123,124,125,126,127,128,129,130,131,132,133,136
16	Monica and Rachel's, Rachel is trying to take some aspirin.	623.35	679.50	136,137,138,139,140,141,142,143,144,145,146,147,148,149
