scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, Rachel is getting ready for her first day.	3.52	125.17	1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,28
3	Chandler and Joey's, Ross and Chandler are entering, Joey is on the phone.	125.17	183.31	28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
4	Rachel's office, Mark is training Rachel.	188.67	268.51	43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
5	The Moondance diner, Monica is cleaning up with one of the waiters, with her back turned to him she removes her fake breasts and hides them under her wig.	282.82	299.14	60,61,62,64,65
6	Monica starts wiping down the stools, as Julio follows along behind her replacing the napkin holders.	310.43	405.52	68,69,70,71,72,73,74,76,77,79,80,82,84,85,86
7	Joey's audition.	406.48	445.79	87,88,89,90,91,92,93,94
8	Chandler and Joey's, Chandler is reading Joey's resume.	445.95	503.49	95,96,97,98,99,101,103,104,105,106
9	phone rings	503.49	578.67	106,107,108,109,110,112,113,114,115,116,117,118,119
10	Monica leaves	578.67	630.45	119,120,121,122,123,124,125,126,127,128,129,130
11	Rachel's office, her desk is covered with stuff Ross has sent her.	630.45	676.14	130,131,132,133,134,135,136,137,138,139
12	Monica and Rachel's, Ross and Rachel are entering the living room from her bedroom.	676.30	691.07	139,140
