scene_id	scene_desc	start	end	shot_ids
19	Chandler enters hungover and groaning	0.40	8.16	1,2,3
20	Monica and Rachel's, Monica is writing letters as Rachel enters.	11.92	23.92	4,6
21	He starts to play music.	24.16	32.30	6,7
22	We hear them start making out upstairs.	39.18	48.62	10,11
23	Things start to get really hot upstairs.	48.62	51.74	11
24	Chandler and Joey's, Ross is reading a letter that Chandler wrote.	55.90	108.65	11,12,14,16,18,19,20,21,22,23,26
25	Joey’s sister’s house, Chandler hits himself on the head three times and knocks on the door three times. Joey answers it.	108.65	145.53	26,27,28,29,30,31,32,33,34,36
27	Central Perk, Monica, Ross, and Rachel are there.	150.73	301.43	37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,65,66,67,68,69,70,71
28	Joey’s sister’s house, they’re finishing up dinner.	313.70	366.44	75,76,77,78,79,80,81,82,83,84,85,86
29	Cut to the hall, Joey’s sister runs up and grabs Chandler’s butt.	378.68	524.66	87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,104,105,106,109,110
30	A lobby, Ross is waiting for Rachel, after her interview.	533.49	577.83	111,112,113,114,115,116,117
32	Monica and Rachel's, The entire gang is there.	582.95	604.39	117,118,119,120,121,122
33	We hear the sound of a bed creaking through the ceiling, and him moaning.	609.99	613.96	125
34	We hear a women start moaning.	618.44	650.48	127,128,129,130,131,132,133
