scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
22	1	0.16	0.68	See you guys.	Richard	Oh. Good to see you guys.	Richard	present	char_tracker_stage05	chandler	unobserved			high	
22	2	0.68	1.2	Yes.	Chandler	Yes. (Thinking he’s gone.)	Chandler	present	char_tracker_stage05	chandler	present	1.0000		high	
22	3	1.52	3.2	Or if you prefer, this table's available.	Maitre d'	(motioning to the empty table next to Monica and Chandler’s) Or if you prefer, this table is available.	Maitre d'	partial	char_tracker_stage05		unobserved			high	
22	4	5.12	6.08	That might be fun.	Richard	That might be fun. (Richard and Lisa sit down.)	Richard	absent	char_tracker_stage05		unobserved			high	
23	5	13.76	15.36	What were you thinking?	Rachel	What were you thinking?!	Rachel	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
23	6	15.6	17.08	I didn't know it was an auction.	Joey	I didn’t know it was an auction!	Joey	partial	char_tracker_stage05		partial	0.3333		medium	partial_visual_presence
23	7	17.08	17.44	What?				present	char_tracker_stage05	joey	unknown			low	missing_speaker
23	8	17.52	18.88	I figured I'd take a guess.	Joey	i figured take a guess free boat	Joey	present	char_tracker_stage05	joey	present	1.0000		low	low_speaker_confidence
23	9	19.36	20.4	Help a charity.	Joey	I figured, take a guess, help a charity, free boat!	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
23	10	20.48	21.36	Free boat.	Joey	i figured take a guess free boat	Joey	present	char_tracker_stage05	joey	present	1.0000		low	low_speaker_confidence
23	11	22.8	25.6	Why would a charity give away a free boat?	Rachel	Why would a charity give away a free boat?!	Rachel	present	char_tracker_stage05	joey|rachel	present	1.0000		high	
23	12	25.87	26.43	I don't know.	Joey	I don’t know! Charity?	Joey	present	char_tracker_stage05	joey|rachel	present	1.0000		high	
23	13	27.07	27.71	Charity.	Joey	Charity	Joey	present	char_tracker_stage05	joey	present	1.0000		medium	
23	14	27.71	29.87	Oh, oh.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
23	15	29.87	31.23	Just buy the damn boat.	Phoebe	Well, just buy the damn boat! (She’s still working her way through her tray of booze.)	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
23	16	32.91	35.87	Phoebe, don't you think you've had enough to drink?	Rachel	Phoebe, don’t you think you’ve had enough to drink?	Rachel	present	char_tracker_stage05	joey|phoebe|rachel	present	0.7500		high	
23	17	35.95	37.31	I'm just helping the kids.	Phoebe	I’m just helping the kids!	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
23	18	39.55	42.19	How is you drinking helping the kids?	Rachel	How is you drinking helping the kids?	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
23	19	42.35	46.03	Because the more I drink, the less there is for the kids to drink.	Phoebe	Because the more I drink, the less there is for the kids to drink.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
