scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
22	1	2.0	3.52	Not so fast, Wesley.	Dr. Drake Remoray	Not so fast Wesley! (Rachel does a silent clap.)	Dr. Drake Remoray	present	char_tracker_stage05	joey|rachel	unobserved			high	
22	2	5.52	6.16	Amore.				present	char_tracker_stage05	joey|rachel	unknown			low	missing_speaker
22	3	7.2	8.48	That's right, Wesley.	Dr. Drake Remoray	That's right Wesley	Dr. Drake Remoray	present	char_tracker_stage05	joey	unobserved			medium	
22	4	9.28	17.44	I just stopped by to say that you're not a real doctor and that woman's brain is fine.	Dr. Drake Remoray	That’s right Wesley! I just stopped by to say that, you’re not a real doctor! And that woman’s brain, is fine!	Dr. Drake Remoray	present	char_tracker_stage05	joey	unobserved			high	
22	5	17.52	18.48	Oh, thank God.	Rachel	(very relived) Oh! Thank God!	Rachel	present	char_tracker_stage05	joey|rachel	present	1.0000		high	
23	6	28.11	28.35	Hope.	Dr. Drake Remoray	Hope! Hope!	Dr. Drake Remoray	present	char_tracker_stage05	joey	unobserved			medium	
23	7	29.47	29.87	Hope.	Dr. Drake Remoray	hope	Dr. Drake Remoray	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
23	8	31.31	31.87	Drake.	Hope	(sleepily) Drake!	Hope	absent	char_tracker_stage05		unobserved			high	
23	9	32.27	33.55	You're not dying, Hope.	Dr. Drake Remoray	You’re not dying Hope, you’re gonna live a long, healthy life. With me.	Dr. Drake Remoray	present	char_tracker_stage05	joey	unobserved			medium	
23	10	33.71	39.15	You're gonna live a long, healthy life with me, Drake.	Dr. Drake Remoray	you're gonna live a long healthy life with me	Dr. Drake Remoray	present	char_tracker_stage05	joey	unobserved			low	low_speaker_confidence
23	11	44.35	44.91	Okay.				present	char_tracker_stage05	joey	unknown			low	missing_speaker
24	12	48.91	49.55	Okay.	Rachel	Okay	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
24	13	53.94	54.66	Hi, Joey.	Rachel	Hi, Joey	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
24	14	54.98	55.86	It's Rachel.	Rachel	It's Rachel	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
24	15	57.06	59.3	Um, I am free tomorrow night.	Rachel	Okay! (She picks up the phone, Joey’s phone number, and starts to dial.) Here we go! Okay! (On phone.) Hi, Joey! It’s Rachel! Umm, I am free tomorrow night. Yeah, sure, sure I can bring some sandwiches.	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
24	16	62.02	62.94	Yeah, sure, sure.	Rachel	Yeah, sure, sure I can bring some sandwiches	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
24	17	62.94	64.18	I could bring some sandwiches.	Rachel	i can bring some sandwiches	Rachel	present	char_tracker_stage05	rachel	present	1.0000		low	low_speaker_confidence
25	18	71.46	79.54	So, honey, this, this threesome thing, I mean, how are we even gonna start to find.	Ross	So honey this uh, this threesome thing umm, I mean how-how are you gonna start to find…	Ross	partial	char_tracker_stage05		partial	0.4444		medium	partial_visual_presence
25	19	79.62	83.3	Well, actually, I've been making a list of all the women I know who might be into doing this.	Carol	Ooh, actually I’ve been making a list of all the women I know who might be into doing this!	Carol	partial	char_tracker_stage05		unobserved			high	
25	20	85.67	87.11	Oh, wow.				present	char_tracker_stage05	ross	unknown			low	missing_speaker
25	21	89.75	90.31	Huh?				present	char_tracker_stage05	ross	unknown			low	missing_speaker
