scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
1	1	3.2	3.56	Okay.				present	char_tracker_stage05	monica|phoebe	unknown			low	missing_speaker
1	2	3.56	4.0	Yeah.				present	char_tracker_stage05	monica|phoebe	unknown			low	missing_speaker
1	3	4.32	4.76	Okay.				present	char_tracker_stage05	monica|phoebe	unknown			low	missing_speaker
1	4	4.76	5.0	This.	Phoebe	ok this	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0000		low	low_speaker_confidence
1	5	5.0	6.6	This thing is useless.	Phoebe	ok this this thing is useless	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		low	low_speaker_confidence
11	6	6.6	8.48	So will you dial 911 for me?	Phoebe	Ok this-this thing (holding on to her arm) is useless, so will you dial 9-1-1 for me? (throws the phone to Monica)	Phoebe	present	char_tracker_stage05	monica|phoebe	present	1.0000		medium	
12	7	12.0	14.16	Come on, Phoebs, it's not that bad.	Ross	Come on Pheebs, it's not that bad	Ross	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
12	8	14.48	17.76	You know, most people would be excited if they didn't have to work for a couple of weeks.	Ross	Come on Pheebs, it’s not that bad! Y’know most people would be excited if they didn’t have to work for a couple of weeks.	Ross	partial	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
12	9	18.24	19.8	Most people don't like their jobs.	Phoebe	most people don't like their jobs	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		low	low_speaker_confidence
12	10	19.8	20.8	I love my job.	Phoebe	Most people don't like their jobs, I love my job	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
12	11	21.28	24.96	I've been not working for three hours and I'm already going crazy.	Phoebe	Most people don’t like their jobs, I love my job! I have not been working for three hours and I’m already going crazy. I miss Joan.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
12	12	25.61	26.41	I miss Joan.	Phoebe	I miss Joan	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
