scene_id	sentence_id	start	end	utterance	speaker	utterance_ct	speaker_ct	visual_presence	visual_presence_source	visual_presence_chars	speaker_visual_presence	speaker_visual_ratio	visual_presence_note	annotation_confidence	annotation_review_reason
56	1	0.4	1.44	I don't know why I'm here.	Monica	I don’t know why I’m here.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
56	2	2.56	3.44	I didn't ask.	Richard	I didn’t ask. You wanna come in?	Richard	present	char_tracker_stage05	monica	unobserved			medium	
56	3	6.48	7.44	You want to come in?	Richard	You wanna come in	Richard	present	char_tracker_stage05	monica	unobserved			medium	
56	4	8.24	9.04	I don't know.	Monica	I don’t know.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
56	5	10.56	11.6	Oh, okay.	Richard	Oh, okay	Richard	absent	char_tracker_stage05		unobserved			medium	
56	6	13.12	15.68	Well I'll just leave the door open and go sit on the couch.	Richard	Oh, okay. Well, I’ll just leave the door open and go sit on the couch. (Does so.)	Richard	absent	char_tracker_stage05		unobserved			high	
56	7	18.8	20.64	Chandler is such an idiot.	Monica	(entering) Chandler is such an idiot!	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
56	8	21.12	21.6	Drink?	Richard	(standing up quickly) Drink?	Richard	present	char_tracker_stage05	monica	unobserved			high	
56	9	23.36	26.0	Yeah, I'll have a scotch on the rocks with a twist.	Monica	Yeah, I’ll have a scotch…	Monica	partial	char_tracker_stage05		partial	0.3333		medium	partial_visual_presence
56	10	26.74	27.22	I remember.	Richard	…on the rocks with a twist? I remember. (Goes to make her drink.)	Richard	present	char_tracker_stage05	monica	unobserved			medium	
56	11	30.82	32.18	You still smoking cigars?	Monica	(moving over to the couch) Still smoking cigars?	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
56	12	33.06	36.1	Uh, no, no, that's art.	Richard	uh no no that's art	Richard	absent	char_tracker_stage05		unobserved			low	low_speaker_confidence
56	13	38.1	40.26	If it bothers you, I can put my art out.	Richard	Uh, no! No! That’s…art! If it bothers you I can put my art out.	Richard	absent	char_tracker_stage05		unobserved			high	
56	14	42.34	43.14	That's okay.	Monica	No that’s, that’s okay.	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
56	15	46.34	49.3	So Monica, let me ask you a question.	Richard	So Monica let me ask you a question	Richard	absent	char_tracker_stage05		unobserved			medium	
56	16	50.1	54.17	You know, since we broke up, do you ever think about me?	Richard	So Monica let me ask you a question. Y’know, since we broke up do you ever, think about me?	Richard	absent	char_tracker_stage05		unobserved			medium	
56	17	55.05	58.33	Yeah, actually I thought about you a couple months ago.	Monica	Uh yeah, I-I actually I thought about you a couple months ago.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
56	18	58.65	59.29	Oh really?	Richard	Oh really?	Richard	present	char_tracker_stage05	monica	unobserved			high	
56	19	59.45	64.01	Yeah, but it was cause I had an eye exam and I don't like my new eye doctor.	Monica	Yeah but it was because I-I had an eye exam and I don’t like my new eye doctor.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
56	20	65.77	66.57	Who is it?	Richard	Who is it?	Richard	present	char_tracker_stage05	monica	unobserved			high	
56	21	66.57	67.77	Edward Nevsky?	Monica	Edward Nevski?	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
56	22	67.85	69.05	Yeah, he's no good.	Richard	Yeah he's no good	Richard	present	char_tracker_stage05	monica	unobserved			medium	
56	23	71.13	76.57	Do you ever think about me in a non eye doctor way?	Richard	Yeah he’s no good. Do you ever (pause) think about me in a (pause) non-eye doctor way?	Richard	partial	char_tracker_stage05		unobserved			high	
56	24	77.21	77.61	No.	Monica	No.	Monica	present	char_tracker_stage05	monica	present	1.0000		high	
56	25	79.95	85.79	Ah, because getting over you is the hardest thing that I've ever had to do.	Monica	But getting over was the hardest thing that I've ever had to do	Monica	present	char_tracker_stage05	monica	present	0.5714		medium	
56	26	87.23	89.23	And I never let myself think about you.	Monica	But getting over was the hardest thing that I’ve ever had to do. And I never let myself think about you.	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
58	27	97.23	100.31	Phoebe, you picked Joey and Ross.	Rachel	Phoebe! You picked Joey and Ross?! You can not have two backups!	Rachel	partial	char_tracker_stage05		partial	0.2500		medium	partial_visual_presence
58	28	100.31	102.19	You cannot have two backups.	Rachel	You can not have two backups	Rachel	present	char_tracker_stage05	rachel	present	1.0000		medium	
58	29	102.59	103.79	Of course I can.	Phoebe	Of course I can	Phoebe	present	char_tracker_stage05	phoebe|rachel	present	1.0000		medium	
58	30	104.66	107.14	It's just good sense to back up your backup.	Phoebe	It's just good sense to backup your backup	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
58	31	107.38	109.06	Look, I've already lost Chandler.	Phoebe	Of course I can! It’s just good sense to backup your backup! Look, I’ve already lost Chandler!	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
58	32	109.22	109.62	What?	Rachel	What?!	Rachel	present	char_tracker_stage05	phoebe|rachel	present	1.0000		high	
58	33	110.98	114.1	Hey Phoebe, we're both your backup.	Joey	Phoebe! We’re both (points at Ross and himself) your backup?!	Joey	present	char_tracker_stage05	joey	present	0.6000		high	
58	34	114.1	116.18	Phoebe, how could you do this to me?	Ross	Phoebe, how could you do this to me?!	Ross	present	char_tracker_stage05	joey|ross	present	1.0000		high	
58	35	117.22	117.86	Aguhlo.				present	char_tracker_stage05	phoebe	unknown			low	missing_speaker
58	36	117.86	119.62	I don't know what you're complaining about now.	Phoebe	I don’t—Look I don’t know what you’re complaining about now? You were both aware of the situation!	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
58	37	119.62	121.54	You were both aware of the situation.	Phoebe	You were both aware of the situation	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
59	38	121.94	123.06	I was not.	Ross	I was not!	Ross	present	char_tracker_stage05	joey|phoebe|ross	present	1.0000		high	
59	39	123.86	126.98	Okay, this kind of back talk is not gonna fly when we're married.	Phoebe	Okay, this kind of back talk is not gonna fly when we’re married!	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
59	40	128.34	129.98	Phoebe, you can't have both of them.	Rachel	Phoebe you can’t have both of them! You have to pick one!	Rachel	present	char_tracker_stage05	rachel	present	1.0000		high	
59	41	129.98	130.9	You have to pick one.	Rachel	You have to pick one	Rachel	present	char_tracker_stage05	joey|rachel	present	1.0000		medium	
59	42	130.9	131.54	Pick me.	Joey	Pick me!!	Joey	present	char_tracker_stage05	joey|rachel|ross	present	1.0000		high	
59	43	131.54	132.5	No, pick me.	Ross	Pick me	Ross	present	char_tracker_stage05	joey|ross	present	1.0000		medium	
59	44	132.5	134.1	I don't wanna end up an old maid.	Ross	No! Pick me! I don’t want to end up an old maid!	Ross	present	char_tracker_stage05	joey|ross	present	1.0000		medium	
59	45	136.4	137.04	Well let's see.	Phoebe	all right well let's see this is hard	Phoebe	present	char_tracker_stage05	joey|phoebe|ross	present	1.0000		low	low_speaker_confidence
59	46	137.84	142.72	Ross is a good father, but Joey has a boat.	Phoebe	All right well let’s see, Ross is a good father, but Joey has a boat—This is hard!	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
59	47	142.72	143.36	This is hard.	Phoebe	all right well let's see this is hard	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		low	low_speaker_confidence
59	48	144.56	145.32	This is crazy.	Joey	This is crazy	Joey	present	char_tracker_stage05	joey|phoebe|ross	present	1.0000		medium	
59	49	145.32	146.88	Hey look, I want to switch to Rachel.	Joey	This is crazy! Hey look, I wanna switch to Rachel!	Joey	present	char_tracker_stage05	joey|ross	present	1.0000		medium	
59	50	146.88	148.52	Ooh, I want to switch to Rachel too.	Ross	Ooh, I wanna switch to Rachel too!	Ross	present	char_tracker_stage05	joey|ross	present	1.0000		high	
59	51	148.52	149.2	No wait.				present	char_tracker_stage05	joey|rachel|ross	unknown			low	missing_speaker
60	52	149.2	151.28	Okay just wait you guys.	Phoebe	Wait you guys	Phoebe	present	char_tracker_stage05	rachel	partial	0.3333		medium	partial_visual_presence
60	53	151.28	153.92	Look guys, don't make any rash decisions okay?	Phoebe	No wait! Just—Okay—Just wait! You guys! Wait you guys! Don’t make any rash decisions, okay? Just remember my promise, when we get married, three times a week.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
60	54	153.92	156.24	Just remember my promise.	Phoebe	Just remember my promise, when we get married, three times a week	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		medium	
60	55	156.72	159.84	If we get married three times a week.	Phoebe	when we get married three times a week	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		low	low_speaker_confidence
60	56	160.0	163.32	Oh God, Phoebe, I'm talking about massages.	Phoebe	(To Rachel) I’m talking about massages.	Phoebe	present	char_tracker_stage05	phoebe	present	1.0000		high	
60	57	163.88	170.36	Oh, all right, all right, you know what?				present	char_tracker_stage05	joey|phoebe|rachel|ross	unknown			low	missing_speaker
61	58	170.44	171.36	I know how to settle this.	Rachel	I know-I know how to settle this	Rachel	present	char_tracker_stage05	phoebe|rachel	present	1.0000		medium	
61	59	171.36	172.6	All right, Here, this is what we're going to do.	Rachel	All right here, this is what we're gonna do	Rachel	present	char_tracker_stage05	phoebe|rachel	present	1.0000		medium	
61	60	172.68	179.92	I'm going to write Joey on one napkin and I'm going to write Ross on the other napkin.	Rachel	Okay, y’know what?! I know-I know how to settle this! All right here, this is what we’re gonna do! I’m gonna write Joey on one napkin (does so) and I’m gonna right Ross on the other napkin (does so) and we are going to pick one! And that person is going to be our backup! Okay?	Rachel	present	char_tracker_stage05	phoebe|rachel	present	1.0000		medium	
61	61	179.92	183.24	And we are going to pick one and that person is going to be our backup.	Rachel	And that person is going to be our backup	Rachel	present	char_tracker_stage05	phoebe|rachel	present	0.6000		medium	
61	62	183.48	184.68	Ok, here we go.				absent	char_tracker_stage05		unknown			low	missing_speaker
61	63	184.68	185.24	That's fair.	Joey	Okay that’s fair.	Joey	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
61	64	186.12	186.4	Good.	Phoebe	Good!	Phoebe	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
61	65	186.4	186.96	Switching them up.				absent	char_tracker_stage05		unknown			low	missing_speaker
61	66	186.96	187.36	Swear.				present	char_tracker_stage05	joey|rachel|ross	unknown			low	missing_speaker
61	67	187.36	187.92	Hold up.				present	char_tracker_stage05	joey|rachel|ross	unknown			low	missing_speaker
62	68	187.92	192.69	Okay, pick one.	Rachel	Pick one.	Rachel	present	char_tracker_stage05	joey|rachel|ross	present	1.0000		high	
62	69	192.69	193.05	Left.	Phoebe	Left	Phoebe	present	char_tracker_stage05	joey|rachel|ross	absent	0.0000		low	speaker_offscreen
62	70	194.81	195.41	Thank you.	Phoebe	Left! (Rachel hands her the napkin in her left hand and they both unfold and read them.) Thank you.	Phoebe	present	char_tracker_stage05	joey|rachel|ross	absent	0.0000		low	speaker_offscreen
62	71	195.41	196.25	You're welcome.	Rachel	You’re welcome.	Rachel	present	char_tracker_stage05	joey|rachel|ross	present	0.5000		high	
62	72	199.13	199.69	Ross.	Phoebe	(reading) Ross!	Phoebe	present	char_tracker_stage05	joey|phoebe|rachel|ross	present	1.0000		high	
62	73	200.33	200.97	Joey.				present	char_tracker_stage05	phoebe|rachel	unknown			low	missing_speaker
62	74	201.53	202.09	Hmm?				present	char_tracker_stage05	joey|phoebe|rachel|ross	unknown			low	missing_speaker
62	75	203.69	204.45	We should just switch.	Rachel	(reading) Joey! (Pause) We should just switch.	Rachel	present	char_tracker_stage05	joey|phoebe|ross	absent	0.0000		low	speaker_offscreen
62	76	204.45	205.09	Yeah, absolutely.	Phoebe	Yeah absolutely! (They both switch.)	Phoebe	present	char_tracker_stage05	joey|phoebe|ross	present	1.0000		high	
62	77	205.09	205.53	Yeah.	Joey	Yeah.	Joey	present	char_tracker_stage05	phoebe	absent	0.0000		low	speaker_offscreen
63	78	209.77	213.21	I missed you you ugly flat faced old freak.	Monica	(to the mask) I missed you-you ugly, flat faced old freak!	Monica	absent	char_tracker_stage05		absent	0.0000		medium	speaker_no_face
63	79	216.41	217.13	Excuse me?	Richard	Excuse me?	Richard	present	char_tracker_stage05	monica	unobserved			high	
63	80	218.01	219.77	Oh no.	Monica	Oh! (Laughs and points at the mask.) Him.	Monica	present	char_tracker_stage05	monica	present	1.0000		low	low_speaker_confidence
63	81	220.01	221.93	Oh phew.	Richard	Oh. (Laughs.) Whew!	Richard	absent	char_tracker_stage05		unobserved			medium	
63	82	224.09	225.53	I miss this apartment.				absent	char_tracker_stage05		unknown			low	missing_speaker
63	83	226.33	228.17	Now this is a grownup's apartment.				absent	char_tracker_stage05		unknown			low	missing_speaker
63	84	228.49	230.09	Now I should be with a grownup.				present	char_tracker_stage05	monica	unknown			low	missing_speaker
63	85	230.09	230.89	Do you know what I mean?	Monica	I missed this apartment! Now, this is a grown-up’s apartment! Y’know, I-I should be with a grown-up, do you know what I mean?!	Monica	present	char_tracker_stage05	monica	present	1.0000		medium	
63	86	230.97	231.53	Yeah.	Richard	Yeah	Richard	present	char_tracker_stage05	monica	unobserved			medium	
63	87	231.61	235.85	You're saying you need to be with someone more mature.	Richard	Yeah! You’re saying, you need to be with someone more mature. Maybe someone with, a license to practice medicine. Or a mustache.	Richard	partial	char_tracker_stage05		unobserved			medium	
