scene_id	scene_desc	start	end	shot_ids
24	Knock on door. Ross opens it. Rachel enters.	0.16	44.64	1,3,4,5,6,7,8,9,10,11
25	The guys all duck under the table.	44.64	67.56	11,12,13,14,18
26	Ross's Apartment, continued from earlier.	67.56	144.00	18,19,20,22,23,24,25,26,27,28,29,30,31,33
27	Monica and Rachel's, the girls are discussing their loss to the boys at last night's poker game to Aunt Iris.	145.76	162.24	34,35,38
28	Phoebe is about to pick up the cards.	163.12	164.36	39,40
29	Monica and Rachel's, everyone is there ready for another poker game.	171.56	201.46	42,43,45,46,47,48,49
30	Ross gets up from the table.	201.86	231.59	49,50,51,52,53,54,57
31	Ross comes back from bathroom.	234.63	239.75	58,59,60
32	Time lapse.	245.59	314.58	60,61,63,64,67,68,69,70,73,74,75,76,77,79,80
33	Ross stands up.	314.74	316.18	80
34	Ross looks down.	317.30	325.54	81,82
35	Time lapse.	325.86	328.82	82,83
36	Joey slides a plate away from Monica towards Chandler, who hides it under the table.	337.86	392.19	87,88,90,91,92,93,94,95,96,97,99,100,101,103,104,105
37	Ross is visibly upset.	397.34	419.30	106,107,108,109,110,111,112,113
38	Rachel walks into kitchen to talk on the phone.	419.30	430.58	113
39	Rachel goes back and sits down. The rest don't know what to say.	447.31	496.86	116,117,118,119,120,121,122,123,124,125,126
40	Everyone says no and folds, except for Ross, who thinks about it.	501.16	501.64	128,129
41	Chandler, Monica, Joey, and Phoebe back their chairs away from the table.	510.44	520.84	131,132,133,134,135
42	Ross thinks it over, finally sits down and picks up his cards.	535.01	572.46	139,140,141,142,143,144,147,148,149,151
43	The other four look amazed at the large pot.	573.82	575.49	151
44	Monica gets up, looks in Rachel's purse.	581.40	591.80	152,153,154,155
45	Monica gets Rachel her purse.	592.44	605.73	155,156,158
46	Ross looks in his wallet, pulls out two dollars.	612.20	616.84	158
47	Ross looks at Joey, dumbfounded at his stupidity.	624.12	635.17	158,159
48	Long pause as they both look at each other.	646.85	647.57	162
49	Ross stares at her. Thinks about it. Puts cards on table, face down.	655.25	656.05	165,166
50	Monica and Phoebe get up and start celebrating in the kitchen, pouring wine and singing. Rachel, shocked, goes to join them.	667.95	676.03	170,171
53	Monica and Rachel's, all six are playing Pictionary at Monica's apartment. Monica is drawing a picture, and the three guys are guessing. She draws what looks like an airplane.	687.55	692.32	173,174
54	Timer goes off.	694.48	701.36	175,176,177,178
55	Monica glares at Phoebe.	702.48	703.68	179
56	Monica sits, Rachel gets up.	705.60	713.76	180,181,183
57	Rachel starts drawing what looks like a bean.	714.16	714.80	183,184
58	Rachel begins tapping the picture of the bean frantically.	717.12	725.58	185,186,188
