scene_id	scene_desc	start	end	shot_ids
1	Central Perk, everyone is there. Ross working on crossword puzzle, starts humming theme from The Odd Couple. Chandler joins in, followed by Monica and Phoebe, then the whole gang. Ross starts humming theme from I Dream Of Jeannie.	57.11	58.39	25,26
3	Monica and Rachel's, Monica is on the phone in the kitchen.	66.55	79.43	28
4	Camera moves to Chandler, Phoebe, Ross, and Joey sitting in living room	80.87	121.26	29,30,32,34,35,36,37
5	Camera pans back to group in living room	121.26	148.88	37,38,39,40,41,42,44,47
6	Rachel enters with Paolo, speaking Italian. Ross looks annoyed	148.96	159.52	48,49
7	Camera pans to Rachel, Monica, and Phoebe in the kitchen	168.83	178.27	51,52,53,54
8	Camera pans to Ross, looking dejected	180.03	191.51	55,56,57
9	Camera pans back to Rachel	191.51	199.39	57,58
10	Camera pans to Ross, holding his stomach	199.39	226.78	58,59,60,61,62,63,65,67
11	The Hallway, Chandler and Joey leaving girls' apartment, carrying lasagna.	233.82	244.94	68,69,70
12	Joey opens door, throws keys on kitchen table, table falls over	255.50	258.22	72
13	Carol and Susan's, there's a knock on the door and Carol answers it to Ross.	266.38	270.38	73
14	Ross enters, carrying lasagna	270.38	360.89	73,74,75,76,77,78,80,82,83,84,85,86,87,88
15	Susan enters	363.21	434.64	89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
16	Chandler and Joey's,  Joey and Chandler use their knees as a table to support the lasagna.	436.72	495.74	105,106,107,109,110,111,112,113,114,115,116,117,118,119,120,121,123,124,125
17	Phoebe's Massage Parlor, Phoebe's assistant is telling her about the changes to her schedule.	502.70	542.67	126,127,128,129,131,132,133,134,135,137
18	Paolo speaks Italian	542.67	558.59	137,138,139,140,141
19	Central Perk, everyone but Phoebe is there.	560.27	586.46	142,145,146,147,148,150
20	Phoebe enters	592.30	630.22	152,153,154,155,156,157,158,159,160,161
21	Joey and Chandler come back	630.22	641.02	161,163,164
22	Cut back to Central Perk.	645.82	647.42	167,168
24	Cut back to Central Perk.	648.94	683.08	170,173,175,176,178,179,184
26	Rachel runs over	683.16	686.53	184
27	all talking indistinctly, high-fiving	689.57	690.45	185,186
28	Rachel walks away	693.33	696.05	186,187
