scene_id	scene_desc	start	end	shot_ids
23	Chandler's Office, Shelley is drinking coffee; Chandler enters.	0.48	20.24	1,2,3,4,5,6
24	Nana's Bedroom, Ross is holding a dress out from inside the closet.	22.00	47.93	7,8,9,10,11,12
25	Ross falls back inside	52.49	90.89	13,14,15,16,17,18,19
26	He finds a shoebox (out of shot), pulls it down and opens it. It is full of Sweet 'n' Lo's.	104.01	130.10	21,22,23,28
28	Monica and Rachel's, Monica and Rachel are preparing to leave for the funeral.	130.10	165.32	28,29,30,31,32,33,34,35,37,38,39,40,41
30	The cemetery, after the funeral.	178.10	193.22	42,43,44,45
31	Joey listens to his overcoat for a second and sighs, then notices Chandler watching	199.86	217.60	47,48,49,50
32	Rachel steps in a patch of mud	219.44	264.62	51,52,53,54,55,58,59,60,62
33	The Wake, at the Gellers' house. Ross is lying on his back, with Phoebe squatting over him, checking to see if he's injured.	264.62	280.98	62,63,64,66
34	Cut to Chandler and a woman, Andrea, reaching for the same slice of meat	289.86	304.56	67,68,69,71
35	They shake hands. Cut to Ross emerging from a hallway, grinning inanely. He is obviously very stoned	305.60	380.79	72,73,74,75,76,78,79,80,81,84,85,86,87,88
36	Cut to Joey watching TV in the corner. He makes an extravagant gesture of disappointment.	387.83	410.33	91,92,93,94,95
37	Time lapse. A large crowd of men are now watching the game	410.73	536.37	95,96,97,98,99,100,101,102,104,105,106,108,109,110,111,112,113,115,116,117,118,121,122,123,125
38	There is a cry of disappointment from the crowd of men.	539.01	546.37	126,128
39	Central Perk, the gang is looking at old photos.	554.99	620.76	129,130,131,132,133,134,135,136,137,138,139,140,141,142
41	Chandler's Office, Chandler is on a coffee break as Lowell enters.	633.32	698.30	144,145,146,147,149,150,151,153
