scene_id	scene_desc	start	end	shot_ids
16	Monica and Rachel's, Monica is cooking Thanksgiving dinner. Chandler is standing in the doorway, not wanting to participate in the festivities.	0.08	3.04	1,2,3
17	Rachel enters, excited.	5.36	23.04	4,5,6,7
18	Phoebe takes a slice of pumpkin pie and waves it in front of Chandler's face.	23.04	35.66	7,8
19	Chandler leaves.	37.74	72.36	8,9,10,11,12,14,15,16
20	Ross grabs for some food, Monica slaps his hand away.	74.76	75.96	18
21	Ross exits.	81.24	115.56	19,20,21,22,23,24,25,26,27
22	Chandler enters, running.	119.32	146.97	28,29,30,32,33,35,36,37
24	Carol and Susan's, Ross is preparing to talk to her belly.	147.37	207.59	38,40,41,42,43,44,45,46,47
25	Monica and Rachel's, the group is coming back from the roof.	207.59	259.14	47,48,50,52,53,54,55,56,57,58,59,60,61,62
27	Carol and Susan's, Carol is reading, Ross is talking to her stomach.	263.06	289.92	64,65,66,67
28	Susan enters.	291.60	337.08	67,68,69,70,72
29	The Hallway, Joey has a tray full of keys, and is trying each one in the lock.	337.08	387.18	72,73,74,75,77,78,79
30	Short pause.	390.38	439.10	79,80,81,82,83,84,85,86,88,89,90,91,92
31	They walk in. Smoke fills the apartment.	440.78	458.78	92,93,94,95,96
32	Ross enters, singing.	462.06	499.67	97,98,99,100,101,106
33	all shouting	499.67	502.59	106,107
34	Time lapse. Everyone is upset with each other while watching Skiing on TV. Phoebe is at the window.	510.43	546.43	109,110,112,114,115,116,119,120,121,122,125,126,127
35	They all run to the window.	546.43	553.39	127,128,129
36	Time lapse. The gang is around the table, eating grilled cheese sandwiches.	565.74	686.73	133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,154,155,156,158,160,165
