scene_id	scene_desc	start	end	shot_ids
1	Rift’s Restaurant, as seen in Mad About You, Joey and Chandler are there.	6.96	12.24	2,3
2	Ursula Buffay, Phoebe’s identical twin sister, is waiting on tables in her inimitable manner.	13.20	16.16	3,4,5
3	Ursula spins around looking puzzled, quite unable to tell where the sound is coming from.	16.32	19.20	5
4	Ursula notices Joey waving his hand, and comes over.	19.36	55.75	5,6,7,8,9,10,11,12,14,15
6	A wintry February day in New York City,, snowplows are clearing the streets. Inside Central Perk, all three girls are paying court to Ross.	55.82	84.88	15,16,17,18,19,20,21
7	Outside in the street, Joey and Chandler arrive, to peer through the window at Phoebe, by bending down to look underneath the shop’s sign—a large steaming cup of coffee.	87.60	98.08	23,24
8	Joey and Chandler come indoors.	99.92	104.16	25
9	They hang up their coats and scarves, then approach their friends on the main sofa.	105.92	209.70	26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,49,50,51,52,54,55,56
11	The Lamaze class, several couples and one trio sit on the floor, introducing themselves to the teacher, who’s got as far as a woman sitting next to Ross, Carol, and Susan.	210.26	251.64	56,57,58,59,61,62,63,64,65,66
12	The teacher smiles, but her eyebrows go up. Susan and Carol pat each other affectionately.	253.72	269.73	68,69,71
14	Helen’s buzzer is heard on the intercom, so Chandler presses his button, too.	275.81	283.33	72,73
15	He hurriedly checks his hair in his computer screen, before taking a sporting trophy from a drawer to place ostentatiously on his desk. An attractive young woman opens the door.	288.45	321.35	74,75,76,77,78,79,80,81,82,83,85
17	Monica and Rachel's, Ross, Chandler, and the girls are dividing some Chinese takeout, while the sitcom Family Matters is playing on the TV.	321.35	340.75	85,86,87,89,90
18	Marcel scampers about, interfering with the neatness.	343.07	362.46	91,92,93,95,96
19	Marcel points the remote at Monica’s television, pressing a particular combination of keys. The logo SAP appears on the screen, and suddenly the dialogue is dubbed into Spanish.	363.74	384.63	96,97,99,100,101,102
20	Rachel slowly spins around, finally noticing that the lights have outstayed their welcome.	384.63	401.35	102,104
21	Joey enters, looking extremely pleased with himself.	404.31	463.00	106,107,108,109,110,111,112,113,114,117,118
22	He happily gestures at Chandler that there was nothing to worry about, then exits. Rachel and Monica are concerned for poor Phoebe, who slides back down next to Ross.	467.16	477.37	120,123
24	Lamaze class. Susan is there. Each couple has a doll, for they have just finished learning how to change a diaper. As Ross rushes in, stepping on the Rostins’ pretend baby, squashing its head flat. It bleats, in protest. He performs emergency surgery, then hands the doll back to J.C.	488.96	518.62	127,128,129,130,131,132
25	Ross and Susan each gesture for the other to lie down.	526.70	547.10	133,134,135,136,137
26	Ross gets down like all the other mothers, cradled in Susan’s lap like all the other fathers.	551.58	555.02	138
27	"Forgetting herself, Susan does the ""Mommy"" action with Ross."	559.50	564.51	139,140,141
29	Chandler's Office. Chandler is playing with a toy as his boss Mr. Douglas knocks and opens the door.	576.27	628.26	143,144,146,147,148,149,150,152,153,154,155,156,157
30	Chandler's Office, later that day, Nina is in his office.	630.82	631.38	157
31	She sympathetically reaches out to fondle the inner thigh of his left leg.	632.74	654.03	157,158,159,160,161,163
33	Central Perk, Rachel is at the counter, serving coffee to Phoebe.	656.67	675.66	164,165,166,167,168
34	Jamie Buchman and Fran Devanow enter the coffee house. They look about them as Jamie removes her coat and scarf.	685.10	690.70	169
35	Jamie notices Phoebe sitting at the counter.	691.74	711.72	169,171,172
