scene_id	scene_desc	start	end	shot_ids
26	Monica and Rachel's door opens and Rachel and Paolo emerge	0.56	6.16	1,2
27	She and Paolo walk a little way down the hall	10.16	12.00	3
28	They kiss. Ross is watching them	13.76	15.36	4,5
29	Joey and Ross go into Monica and Rachel's apartment	22.08	41.21	7,8,9,10,11,13
30	Hospital. Phoebe is there stroking Coma Guy's hair, when Monica enters with a bunch of balloons.	52.57	96.39	15,16,17,18,19,20,21,22,23,25,27,28,29
31	Chandler and Joey's, Ross is talking to Chandler. Joey is making a snack at the bar.	100.63	185.11	31,32,33,34,35,36,37,38,39,40,41,43,44,45,46,47,48,49,50,51,53,54,55,56,57,58
32	Central Perk, everyone is there except for Chandler.  Rachel is writing something and Monica walks up.	185.67	296.93	58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,80,82
33	Enter Chandler	299.39	335.93	83,84,85,86,87,88,89,90
34	People turn to look	339.85	374.39	91,92,93,94,95,96,98,100
35	The Coma Guy's Room, Monica bursts in, closely followed by Phoebe. There is no sign of Coma Guy.  His bed is empty.	374.39	375.47	100
36	There is the sound of a flushing toilet and Coma Guy emerges from the bathroom	379.71	476.43	102,103,104,105,106,107,108,109,110,111,112,113,114,116,117,118,119,120,122,123,125
37	Chandler and Joey's Chandler is talking with his mom.	476.43	540.68	125,126,127,128,130,131,132,133,134,135,137,138
38	Cut to the hallway, Joey is listening to Chandler and his mom's conversation through the door as Ross walks up.	540.68	595.96	138,139,140,141,142,143,144,145,146,147,148
39	Joey runs off down the hall. Ross tries Monica and Rachel's apartment, but it is locked so he has to stand in the hall and pretend he wasn't listening. Chandler and his mom come out	599.72	603.81	148,149
40	She walks down the hall	604.45	610.13	149,151
42	Ross knocks on Monica and Rachel's door	615.89	656.33	153,154,155,156,158,159,160,162,163,164,165
44	Monica and Rachel's, Rachel is handing out copies of her book to the gang.	656.89	697.95	165,166,167,168,169,170,172,173,174,175,176
