scene_id	scene_desc	start	end	shot_ids
35	Jamie notices Phoebe sitting at the counter.	0.88	4.56	1
36	Phoebe walks by, ignoring the two strangers.	6.00	32.33	1,2,3,4,5,6,7,8,9
37	Phoebe turns away so that the two weird women won’t see the face she pulls, and sits down.	36.97	45.13	9,10,11
39	Phoebe uses the remote to stop the Spanish by turning off the television.	46.97	70.90	12,13,14,15
40	Joey lets himself in, carrying a large paper shopping bag.	75.14	76.02	17,18
41	There is a loud knocking at the door through which Joey has just entered.	79.32	84.52	18,19,20
42	She rises, dragging Chandler along by the wool. Rachel has to leap over a chair to follow them. Monica opens the door to find Mr. Heckles standing there.	89.40	113.33	21,22,23,24,25,26,27,28
43	The wool-bound trio returns to the table. Rachel has to rush ahead to avoid becoming tangled. Joey brings the shopping bag over to Phoebe, and takes out a nice cardigan.	115.25	136.70	28,29,30,31
44	The others have been taking all this in.	139.42	157.82	33,34,35,36,37
45	The circle freezes in apprehension.	160.27	170.67	38,39,41,42
46	An embarrassed silence... finally broken by	176.27	177.79	45
48	Chandler's Office, Chandler & Nina are locked in a passionate embrace. Someone knocks, so they hurriedly separate to stare out of the window. Chandler’s boss opens the door.	191.53	198.89	49,50,51,52
49	She escapes, fortunately so distracting Mr. Douglas, that he misses Chandler’s expression of alarm & guilt.	202.65	215.45	54,55,56
50	Thinking quickly, Chandler desperately tries to remember anything to do with schizophrenia....	216.73	254.49	56,57,58,59,60,61,62,63,64
52	Lamaze class, Ross is again on the floor, cradled in Susan’s lap, but now Carol is cradled in his lap, and she has a pretend baby, on her lap. The teacher is showing her class a video, which is about to end.	258.09	269.45	65,66,67,68,69
53	People start getting up. Ross grabs Carol’s doll to hold it upside down like a football, slapping it with his other hand.	272.10	280.58	69,70,71
54	Susan just glares back, as Ross’s inappropriate joke falls flat. Meanwhile, a bubble is about to burst...	280.82	309.24	72,73,74,75
55	"Both women gulp in air. Ross looks at his ""football,"" then manipulates the head & limbs back into place, until it resembles what it represents."	311.08	321.08	75,76
56	Ross is staring blankly into space.	321.88	327.80	77,78
57	Scene 13: Central Perk, the gang is gathered around Monica comforting her brother, who in a slight state of shock is cuddling a cushion for security.	328.92	359.31	79,80,81,82,84
58	Joey tires of this, so he gets up to leave.	361.87	368.59	86,87,88,89
59	Joey nods his head.	370.11	382.51	91,93,94
60	Joey walks toward the door, then hesitates and turns back.	388.36	389.40	97
62	Chandler's Office, Chandler has his hands on the side of his face with his jaw dropped along with a toy on the desk which is doing the same thing. Nina knocks, then opens the door.	402.68	450.53	101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
64	Monica and Rachel’s, Ross, Rachel, Chandler, and Phoebe are sharing a bowl of popcorn, while Monica carefully reads the instruction manual for her television set.	457.49	483.46	117,118,119,120,121,122
65	Monica points the remote at her TV, and punches out a key combination from the book, but the dreaded SAP logo remains and Spanish still comes forth.	489.62	594.76	124,125,126,127,128,129,130,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
66	Monica and Ross indicate that they mean right now.	594.76	595.16	150,151
67	Phoebe gets up and walks across the hallway, but the door to Chandler and Joey’s apartment is shut. She knocks, and anxiously waits for Joey to come, but instead her identical twin sister emerges wearing one of Joey’s shirts.	595.16	614.69	151,154,155
68	Phoebe reels back in shock, while Ursula defiantly leans against the doorpost as though she owns the place.	615.57	616.53	156
70	Monica and Rachel's Balcony, Rachel is taking down the Christmas lights. Monica sees her, so she leans out of the small side window.	625.33	636.03	158
71	Rachel slips, loses her balance, and falls over the edge..	638.11	640.67	158,159
72	In the apartment below, Mr.Heckles is trying to relax and read his newspaper, but Rachel is helplessly dangling upside-down with her ankle wrapped up in the Christmas lights.	641.15	711.88	160,161,162,164,165,166,167,168,169,170,171,172,174,175
