scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, everyone is there.	2.72	47.61	1,2,4,5,6,7,8
3	Central Perk, everyone but Rachel is there.	58.26	223.46	10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
4	Ross 'prompts' Chandler by hitting him on the arm.	224.26	244.78	46,47,48,49,50,51
5	Barry's Office, the post-coital Barry and Rachel are recovering on the chair.	246.94	262.46	51,52
6	Monica and Rachel's, everyone is there except Rachel.	268.14	353.93	53,54,56,58,59,60,61,62,63,64,65,66,67,68,69,71
7	A pause as they look at Chandler.	357.93	359.77	72
8	Barry's Office, Rachel and Barry are getting dressed.	362.97	407.14	73,74,75,76,77,78,79,81,82,83,84,85
9	Pause as Rachel realizes...	409.61	410.65	87
10	Barry finds it draped on a cupboard and gives it to Rachel, they kiss as Bobby enters.	422.81	428.09	89,90,91
11	Rachel and Barry quickly split and pretend Barry is examining Rachel's mouth.	428.09	430.57	91
12	Bobby looks on, deadpan.	434.82	437.22	94,95
14	Monica and Rachel's, Chandler enters clutching his phone.	448.02	454.18	97,98
15	Chandler dials his own phone and it rings.	459.14	479.59	99,101,102,103,104,105,106
16	He calls and quickly hangs up.	483.51	503.41	107,108,110,111,112,113
17	Rachel enters.	503.89	562.45	113,114,115,116,117,118,121,123,125,126,127,128,129,130
18	Ross flounders.	564.61	590.11	131,132,134
19	Ross exits, a phone rings, and Chandler dives for his phone.	593.47	594.03	135
20	Rachel picks up their phone and the ringing stops.  As she talks on the phone, she walks around the table where everybody has their legs in the way, such as their feet being on the table. Every time she walks near somebody, they lift up their legs to get out of her way. If you don’t get it, then I guess you have to view the episode yourself.	594.27	606.67	135,136,137
24	Joey exits.	607.23	612.99	137
25	Central Perk, Rachel is serving coffee as Mindy enters.	613.79	645.27	137,139,140,141,142
26	They hug and Joey enters.	645.75	679.59	142,143,144,146,151
