scene_id	scene_desc	start	end	shot_ids
1	Central Perk, everyone but Phoebe is there.	4.80	78.98	1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,23,26
3	Chandler and Joey's, Chandler is helping Joey rehearse for a part.	92.27	120.47	28,29,30,31,32,33,34
4	Joey takes out a pack of cigarettes and a lighter.  He fumbles and drops the lighter.  Then he lights a cigarette, takes a drag, and coughs.	134.71	142.45	37,38,39
5	Joey lets his wrist go limp.	143.17	153.21	39,40,41,42
6	Joey tries and visibly winces.	153.21	159.25	42,43,44,45
7	Joey reluctantly gives him the cigarette.	160.29	212.73	45,46,47,48,49,50,51,52,53,55,56,57,58,59,61,62
8	Scene, Central Perk, everyone except Phoebe and Rachel is there.	217.85	226.14	62,63,64
9	The guys stretch out their fingers.	232.62	275.73	66,67,68,69,72,73,75,78,79
10	The gang swaps all the drinks for what they ordered as Phoebe enters.  She sits down without saying hi.	276.85	329.75	80,81,82,83,84,85,86,87,88,89,90,91,92
11	Chandler leans over the back of the couch out of sight.	329.75	337.08	92,93
12	Chandler tries to shrug nonchalantly but eventually he has to exhale a mouthful of smoke.	340.76	408.00	93,95,96,97,98,99,100,101,102,103,104,105,107,108,109,111,112,113
13	(Joey is still thinking about the distance between his fingers).	411.12	413.44	115
14	Iridium, Monica and Paula are at work.	418.32	455.63	116,117,118,119,120,121,122,123,124,125,126
15	Monica and Rachel's, Chandler is smoking out on the balcony, Phoebe is absent.	458.35	472.35	128,129,131,132
16	Chandler makes a 'Cross my heart' sign.  It starts to rain and he taps on the window.	481.08	484.36	133
18	Phoebe enters, walks to the couch, sits down, and begins to read a letter without saying hi.	491.40	520.13	135,136,137,138,139
19	The intercom buzzes.	522.77	526.13	139,140,141
20	Chandler comes in, dripping wet.	529.01	542.44	142,143,144,145,146,147
21	She opens the door and Alan enters.	545.00	564.98	148,149,150,151,152,153,156
23	Time lapse, Alan is leaving.	568.10	577.70	156,157,159
24	Silence.	579.30	621.56	160,162,163,164,165,166,168,169,170,171,172,174,175,176,177,178
25	Dubious pause.	625.64	653.38	180,181,182,183,184,186,187,188
26	Central Perk, Monica is alone as Ross, Rachel, Chandler, and Joey enter dejectedly in softball gear.	672.58	696.44	192,194,195,196,197
