scene_id	scene_desc	start	end	shot_ids
1	A Theater, the gang is in the audience wating for a play of Joey's to start.	5.76	35.93	3,4,5,6,7
2	The lights dim.	37.45	61.43	8,9,10
3	The lights go up on the stage, Joey, as Freud, is talking to a female patient.	62.23	68.07	10,11
6	The Theater, the play has ended and everyone is applauding.  As soon as the cast leaves, the gang all groan and sit down heavily.	102.40	209.15	16,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
7	Joey enters from behind a curtain.  The others all talk at once.	209.31	213.39	39,40
8	Pause	214.99	285.37	41,42,43,44,45,46,47,48,49,50,51,52,53,55,56,58,59,60,61
9	The Estelle Leonard Talent Agency Office.  Joey knocks on the door.	287.69	375.50	62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,81,82,83,85
10	Central Perk, Everybody is there (except Chandler and Rachel) looking at one of those Magic Eye 3D Books along with Ross.	375.50	422.54	85,86,87,88,89,90,91,92,93,95,97,98
11	A flashback of Aurora and Chandler on their date in Central Perk is denoted by italics.	422.86	594.59	98,99,100,101,102,103,104,105,106,107,108,109,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,132,133,134,135,136,137,138,139,140,141,143,144,145
12	They all pretend to fall asleep.	597.23	616.69	145,146,147,148,150
14	Monica and Rachel's, Rachel is there as enter except Joey enter.	618.13	721.16	151,152,153,154,155,156,157,158,159,160,161,163,164,165,166,167,168,169,170,172,174,175,176,177,179,181
