scene_id	scene_desc	start	end	shot_ids
18	Joey's dad enters.	0.56	80.99	1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,24,25,26
19	Chandler and Joey's, night. Chandler and Joey are sharing the Hide-a-Bed in the living room. Joey is restless.	96.17	171.74	28,29,30,31,32,33,34,35,36,37,38,39
20	Monica and Rachel's, morning. Someone knocks on the door and Monica gets it.	184.94	228.05	42,43,44,45,46,47,48,49,50,51,52,53,54
21	Rachel goes up to the door of their bathroom	230.37	246.49	55,57
22	She opens the door and whips back the curtain. It's Joey. They both scream	246.49	265.33	57,58,59,61,63
23	Central Perk, everyone is there as Phoebe enters.	265.33	277.19	63,64,65,67
24	Chandler laughs	277.19	303.07	67,68,71,72,73,74,75,76,77
25	Chandler and Joey's apartment, Joey is trying to turn the Hide-a-Bed back into a sofa. Someone knocks on the door and it rears up at him.	316.96	467.57	79,80,81,82,83,84,85,86,87,89,90,91,92,93,94,95,96,97,98,99,100,102
26	Central Perk. Roger enters and walks quietly up behind Phoebe. He puts his arm around her	467.57	558.84	102,103,104,105,106,107,108,109,110,111,112,113,114,115,117,118
27	Monica and Rachel's, Joey is letting everyone in on the new developments.	561.40	643.57	119,120,121,123,124,126,127,128,129,131,133,135,136,137
29	Monica and Rachel's. Phoebe is reading the paper and Joey enters.	651.17	669.64	138,139,141,142
30	He leaves. Cut to Monica entering Chandler and Joey's apartment. She sneaks up to the shower door	683.32	684.20	144
31	She whips back the curtain to reveal Joey's dad	686.14	686.94	144
