scene_id	scene_desc	start	end	shot_ids
23	Monica walks in, starts to go out on the balcony.	0.24	81.15	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,24
24	Monica and Rachel's Balcony, Ross and Rachel are talking.	83.88	123.55	26,27,28,29,30,32
25	Cut to inside. Monica, Joey and Phoebe are singing while outside, Ross and Rachel are trying to get the cat off of Ross' shoulder.	126.35	131.39	35
27	Monica and Rachel's, Phoebe is holding the cat, Monica is treating the scratches on Ross' back. Joey is holding the menorah over the wound.	157.21	163.05	36,37
28	Ross flinches in pain.	163.37	182.63	37,38,39,40,41,43
29	ATM vestibule.	182.63	208.85	43,44,46,48,49
30	The hallway of Monica's building. Phoebe and Rachel are trying to find the cat's owner.	208.85	246.47	49,50,51,52,53
31	Rachel has gone off on her own to look for the cat's owner.	251.51	270.06	53,54,55,56
32	While looking at the floor for the cat, Rachel runs into a pair of legs. She slowly gets up and sees a gorgeous Italian hunk holding the cat. Who, by the way, you'll hate very, very soon. The man. Not the cat.	271.34	271.90	56
33	Monica and Rachel's, Ross is looking at the rules for Monopoly, while Joey is playing around with his car game piece on the table.	277.82	287.43	56,57,58
34	Joey gives up and throws his car back on the table.	289.99	343.53	59,60,61,62,63,65,66,67,68,69,70,71,72
35	Phoebe enters.	346.97	375.84	74,75,76,77,78,80
36	ATM vestibule.	376.00	400.81	80,81,82,86
37	Chandler waits until Jill is looking, then starts to blow a bubble. But instead of blow one, he accidentally spits the gum out of his mouth and hits the wall.	400.97	423.25	86,88,89,90
38	Chandler starts to choke.	426.21	430.13	90
39	Chandler tries to save face and makes the 'OK' sign with his hands, while obviously unable to breathe.	430.13	444.06	90,91,92
41	(Paulo runs his fingers through Rachel's hair).	465.70	467.14	98
42	Rachel walks away from Paolo, laughing.	472.82	488.66	99,100,101,102
43	Ross looks at Joey.	488.66	525.04	102,104,105,106,108,109,110,111,114
45	Ross notices that Paolo is standing on a step, which makes him taller. Ross gets up on the same step so he can look down at Paolo.	525.28	606.21	114,115,116,117,118,119,120,121,122,123,124,125,126,128,129,130,132
47	ATM vestibule, Chandler and Jill are sitting below the counter with two pens dangling from their chains in front of them. Jill is showing Chandler how to swing the pen around his head.	606.28	616.28	132,134
48	Chandler tries to do the same thing but the pen hits him in the head.	617.96	628.28	134,136,139
50	Monica and Rachel's, the gang is all sitting around the table.	629.00	644.93	140
51	Everyone starts to imitate him.	652.85	655.01	140
52	The lights come back on, and Rachel and Paolo are making out. Ross clutches his chest.	661.41	673.97	142,143,145,146
54	ATM vestibule, the power has come back on.	682.69	697.44	147,148,149,150
55	She leaves. Chandler presses his face to the glass door after her, stroking the window lovingly. He then turns to the security camera and starts talking to it.	713.28	722.37	153,154,155
