scene_id	scene_desc	start	end	shot_ids
1	Central Perk, everyone is there except Joey.	1.28	58.94	2,3,4,5,7,8,10,11,12,13,14,15,16,18,19
3	Central Perk, Ross and Monica are watching Phoebe sleep.	69.86	82.10	21,22,23,24
4	Monica nods	84.26	128.05	26,27,28,29,31,32,33,35,37,38,39
5	Chandler and Joey enter.  Joey is counting his steps.	128.05	227.72	39,40,41,42,43,44,45,46,47,48,49,51,52,53,54,55
6	Rachel runs up cluching an envelope.	227.72	285.87	55,56,57,59,60,61,62,64,65,66,67,68,69,71
7	They all get their wallets out and give generous tips.	285.95	377.31	71,73,74,75,77,78,79,81,83,84,85,86,87,88,89,90,91,94,96,99
8	A Street, Chandler and Joey are kicking a can to each other.	377.31	403.65	99,100,101,102,103
9	They walk on.  Chandler and Joey start to talk but Ross stops and whines.	403.65	443.85	103,104,105,106,108,109,110,111,112,114,115
10	Central Perk, Rachel, Lesile, Kiki, and Joanne are talking.	443.85	470.05	115,116,117,118,119,120,121,122
11	Kiki laughs weirdly.	475.49	503.71	125,126,127,128,129,130,131
12	Monica and Rachel's, Phoebe and Monica are in pajamas and Monica is making something in the blender as Rachel enters.	514.67	604.59	132,133,136,137,138,139,140,141,143,144,145,146,148,149,150,151
13	Madison Square Garden, the guys are trying to find their seats.	615.29	640.13	152
14	Monica and Rachel's, they're all hanging out in the living room.	640.93	740.46	153,154,155,156,157,158,159,160,161,162,163,164,165,166,168,170,171,172,173,174,175,176,177
15	Madison Square Garden, the guys are watching the game.	740.70	742.46	177,178
