scene_id	scene_desc	start	end	shot_ids
1	Scene Central Perk, everyone's there.	2.16	83.08	1,3,5,6,7,8,9,11,12,13,14,15,16,17,19,21,22
3	Museum of Prehistoric History, Ross and a co-worker (Marsha) are setting up an exhibit which includes some mannequins of cave people.	83.88	113.74	22,23,24,25,26,28,30,31,32
4	Carol, Ross's ex-wife, has entered behind them and is standing outstide the exhibit.	114.46	123.22	32,33,34,35,36,37
5	Marsha exits and Ross waves Carol into the exhibit as Ross fiddles around with more of the props.	138.02	189.94	42,43,45,46,47,48,49,50,52,53,55,56,57,58,59
6	Monica and Rachel's, Chandler, Joey, Phoebe, and Monica are watching Three's Company.	198.42	232.44	62,63,64,65,66,69,70
7	Monica starts to fluff a pillow.	232.44	293.66	70,72,73,74,75,76,78,79,80,82,83,85,86,87
8	Rachel enters from her room.	298.46	394.20	88,89,92,93,94,96,97,98,99,100,101,102,104,105,107,108,109,110,111,112,113
9	Chandler, Joey, and Phoebe start to pick through the lasagna as there's a knock on the door which Monica answers.	406.20	483.44	115,117,118,120,121,122,123,124,125,128,129,131,133,134,135,136
10	Joey starts to eat the rest of the lasagne and everyone turns and stares at him.	494.24	502.38	138,139,140
11	Scene, Monica and Rachel's, Monica and Ross are pouring wine for their parents.	502.62	575.50	140,141,142,143,145,147,148,149,150,151,154,155,156,157,158,159,160,161,162
12	Time Lapse, everyone is now eating.	579.42	628.35	163,164,167,168,169,170,171,172,174,175,177,178
13	Time Lapse.	628.35	649.62	178,180,181,182,184,185
14	Time Lapse.	653.06	712.19	186,187,188,189,190,191,192,193,195,197,198,199,201,202
