scene_id	scene_desc	start	end	shot_ids
22	Chandler clutches at his phone before realizing.	2.08	9.44	3,4,5
23	Rachel enters from her room.	10.56	55.73	6,7,8,9,11,12,13,14,15,16,17,18
24	Joey exits.	58.21	111.60	19,20,21,22,23,24,25,26,27,28,29
25	Central Perk, Rachel is serving coffee as Mindy enters.	117.12	272.15	31,32,33,35,36,37,39,40,41,42,43,44,45,46,49,50,53,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
26	They hug and Joey enters.	286.27	286.83	77
27	Monica and Rachel's, Phoebe and Ross are doing a crossword, Monica is cooking, and Chandler is still staring at his phone.	289.87	421.38	78,79,80,81,82,83,84,85,86,87,88,89,90,92,93,94,95,96,97,99,100,101,103,104,105,106,107,108,109,110,111,112,113
28	Barry's Office, Barry is preparing his tools alone as Rachel enters.	421.70	509.95	113,114,115,116,117,118,119,120,122,123,124,125,126,127,128,129,130,131,132,133,134,135
29	Barry exits	510.79	568.49	135,136,138,139,140,141,142,144,145,146,147,148
30	Monica and Rachel's, Monica and Rachel are there.	575.53	593.60	149,150
31	Joey enters and looks on approvingly.	598.64	599.36	150
33	Central Perk, everyone is there.	608.16	673.51	152,153,154,155,156,157,158,160,161,162,163,164,165,166,167
