scene_id	scene_desc	start	end	shot_ids
1	The whole gang is helping Rachel mail out resumes while whistling the theme from The Bridge on the River Kwai.	14.72	34.97	6,8,9,11,12
2	Phoebe is licking an envelope	34.97	69.19	12,13,14,15,16,17,19
5	Central Perk, Ross and Chandler are sitting at a table. Rachel is working.	88.63	92.87	22,23
7	Monica and Phoebe enter.	104.13	137.12	24,25,26,27,29,31,32,33
8	Camera cuts to Chandler and Ross at table.	137.68	186.12	34,35,36,38,40
9	Ross keeps staring at her, head on table. Chandler smacks him with a newspaper. Joey enters, Ross and Chandler laugh at him.	192.20	252.71	42,43,44,45,46,47,48,50,51,52,53,54,55,56,57,58,59,60
10	Monica and Rachel's, the guys are teaching the girls how to play poker.	258.47	269.52	61,62,63
11	Microwave timer goes off. Monica gets up.	273.92	300.30	63,64,65,66,67,68,69
13	Monica comes back to the table with plates of food.	306.46	361.80	69,70,71,72,74,75,77,78,79,80
14	Time lapse.	362.04	479.41	80,81,82,83,84,85,87,88,89,90,92,94,95,96,97,98,99,100,101,103,104,105,106,107,108,110
15	Ross' apartment. Chandler and Joey are there. Ross enters with a pizza.	486.93	512.53	112,113,114,115,116,117
16	Marcel makes a screeching noise in background.	512.53	519.13	117,120,121,122
17	Marcel puts a CD in the player.	519.13	523.37	122,124
19	Monica and Rachel's, Rachel, Monica, and Phoebe are there.	525.03	614.49	125,129,130,131,132,133,134,135,136,137,138,139,140
20	Knock on door.	617.37	667.66	140,141,142,143,145,146,148,149,150,151,152
21	Phoebe and Rachel slowly put their hands under the table and sit there watching Aunt Iris deal the rest of the cards.	674.30	683.90	154,155,156,157,158
22	Ross's apartment, everyone but Rachel is seated around his table. The Lion Sleep Tonight plays in the background.	695.55	698.51	162
23	Ross shuts off the CD player. Marcel runs into the bedroom and slams the door.	716.94	718.30	166
24	Knock on door. Ross opens it. Rachel enters.	724.54	731.10	168,169
