scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Ross is eyeing a beautiful woman at the counter, and Joey and Chandler are egging him on to go talk to her. No pun intended. I mean it.	2.64	64.30	1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,20,21
2	Ross walks over to the woman, egg in hand.	64.30	65.86	21,22
4	Central Perk, Monica, Rachel, Phoebe, Joey, Chandler are there. Ross is still talking to the beautiful woman.	75.86	143.50	23,24,25,26,27,28,29,30,31,32,33,35,36,39,40,41,42,43,44,46
5	A Restaurant, Joey and Chandler are there, waiting for their dates to show up.	157.50	203.76	48,49,51,52,53,54,55,56,58
6	Lorraine leaves. Joey shakes his head as though to say, 'It can't be the same Janice.' Janice enters.	205.92	222.80	58
7	The bathroom at the restaurant. Chandler is banging his head on the wall.	223.08	259.31	58,59,60
8	Monica and Rachel's, the girls are all there, discussing their bad luck with men.	259.31	350.06	60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
9	The Restaurant, Joey, Lorraine, Chandler, and Janice are at the table. Joey and Lorraine are seated very close, Chandler and Janice have backed their chairs away from one another.	362.12	398.75	81,83,84,85
10	Lorraine whispers into Joey's ear.	402.27	412.19	87,88,89,90
11	Chandler and Joey leave the table.	418.60	465.09	92,93,94,95,96,97,98,99
12	Chandler sits back down with Janice.	465.96	527.82	100,101,102,105,106,108,109,111,112,113,114,115,116,117,118
13	Chandler's bedroom, Chandler wakes up, and finds someone else's hand on his chest. He rolls over and is shocked to see Janice there.	547.02	550.22	118
14	The Hallway, Chandler is trying to get Janice out of his apartment.	558.76	576.44	119,120,121,122
15	Janice kisses him. Monica comes out for the newspaper.	577.40	579.00	123
16	Janice turns around, Monica sees who it is.	579.00	590.66	123,124
17	Rachel comes out.	592.98	603.30	125,126,127
18	Joey enters from the stairs.	603.86	618.62	127,128,129,130,131
19	Monica comes out with her cordless phone.	621.34	631.98	132,134,135
21	A Chinese Restaurant, Ross is there with his date.	634.30	669.67	136,139,140
22	Ross starts to laugh and then makes a face like 'Why did I just say that?'	678.32	681.92	140
23	Ross' ex-wife, Carol, and her lesbian lover, Susan, enter the restaurant. Ross stares at them then decides to hide behind his menu.	692.72	715.00	145,147
24	Carol takes off her jacket, her pregnant belly is exposed.	716.36	724.37	148,149
