scene_id	scene_desc	start	end	shot_ids
20	Paul’s Cabin, Paul and Rachel are sitting on the couch drinking wine and talking.	1.68	127.96	2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,22,23,24,25,26,29,30,31,32,33,34,35,37,38,39,40,41,42,43
21	Monica, Chandler, and Phoebe's, Chandler is sitting at the kitchen table staring at the phone as Monica enters.	133.48	146.89	45,46,47,48,49,51
22	Monica puts the groceries down and goes to check the answering machine and hears.	157.93	179.14	54,55,57,58
23	The Dry Cleaner’s, Joey has brought in a bunch of laundry in another attempt to get his picture on the wall, but the dry cleaner isn’t working right now. Instead, a beautiful woman is working.	183.30	211.75	59,60,61,62,63,64,65,66
24	Paul’s Cabin, continued from earlier.	215.91	286.96	69,70,71,72,73,74,75,76,77,78,81,83
26	Cut to his bedroom, Ross is listening at the door as Paul opens the door, trapping Ross behind it. With Paul’s back turned Ross coils up like a snake and slitters underneath the bed.	286.96	337.85	83,84,85,86,87,88,89,92,93,94
27	Central Perk, Phoebe is there as Monica rushes in.	341.69	372.06	95,96,97,98,99,100,101,102,103,104,105
28	Outside. Joey and Phoebe are walking to the Dry Cleaners.	379.02	392.28	105
29	Phoebe and Joey enter the Dry Cleaners.	395.72	442.65	106,108,109,110,111,112,114,115,116,117,118,119,121,122
30	Paul’s Bedroom, Elizabeth is entering.	446.07	470.63	122,123,124,125,126,127,128,130
31	Ross frantically starts to open the window as Paul enters and traps him halfway out the window.	470.63	568.41	130,131,132,133,135,136,137,138,139,140,141,149,152
32	Monica, Chandler, and Phoebe's, Monica is pacing, waiting for Chandler to return. Chandler enters.	580.81	676.68	154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
35	Central Perk, Joey is going up to the counter.	690.20	712.33	179,180,181,182,183,184
