scene_id	scene_desc	start	end	shot_ids
1	Central Perk. Everyone is there, except Rachel, quietly reading something except Chandler..	3.20	6.60	1
11	Phoebe puts out her cigarette	6.60	8.48	1
12	A hospital, Phoebe is recovering from her heart attack as Ross, Monica, and Chandler are there to comfort and support her.	12.00	113.19	1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,27
13	A hospital hallway, Chandler is sitting on a gurney with his hands spread out behind his back. Then Monica comes and plops down on the gurney and one of his hands. Chandler immediately recoils in extreme pain.	117.11	153.20	27,28,29,30,31,32,33
14	Silvercup Studios, Joey is showing Rachel around the set.	153.20	268.18	33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,55
15	Ross and Carol's, Ross is trying to talk to Carol about what Phoebe told him.	274.34	357.44	58,59,60,61,62,63,64,65,66,67,68,69,70,71,73,75,76
16	Monica and Phoebe's, Monica is eating breakfast as Chandler enters.	360.96	375.42	78,79,80,81,82
17	Chandler tries to take it, but Monica won’t let go. He tugs harder, and she still doesn’t budge.	380.78	480.90	82,83,84,85,86,87,89,90,91,92,93,94,95,96,97,98,99,100,101,103,104,105,106,107,108,109
18	Central Perk, Monica is there as Rachel enters.	480.90	601.24	109,110,111,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
19	The hospital, Ross and Monica are in Phoebe’s room. Phoebe is in the bathroom and Monica notices smoke coming out from underneath the door.	608.44	636.39	136,137,138,139,140,141,142,143
20	He does a kara-tay move to silence her, then answers the phone.	641.65	660.77	145,146,147,148,149,150,151
21	Rachel and Barry’s bedroom, Rachel is watching Days of Our Lives. Of course it’s a Dr. Drake Remoray scene. It’s set in a hospital room, and Dr. Wesley and a nurse are talking about a female patient with a bandage around her head.	665.01	672.92	152,153,154,155
22	He goes to turn off a machine. Suddenly, Dr. Drake Remoray appears at the door with two cops!	675.00	676.60	156
