scene_id	scene_desc	start	end	shot_ids
1	Central Perk, it’s the same scene from the end of last week’s show. Phoebe and Rachel are sitting on the couch as Ross enters.	3.20	34.22	1,2,3,4,5,6,7,9,10,11,12,13
2	Cut to outside Central Perk.	38.22	47.82	15,16
3	A cab pulls up.	48.06	118.82	17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35
4	Rachel’s cab backs up.	119.06	138.56	35,38,39,40,41,42,43
6	Monica and Rachel's, Chandler and Monica are cuddling on the couch.	183.02	301.05	73,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,94,95,96,97,98,99,100
7	Central Perk, Phoebe is on the couch reading a magazine as Ross enters.	307.27	334.79	103,105,107,108,109,110,111,112,113
8	Ross returns from getting some coffee.	337.10	448.20	115,116,117,119,120,121,122,124,125,127,128,129,130,131,132,133,135,136,137,139
9	She grabs his arm and drags him over to a table where three beautiful women are sitting. Now, I’m going to go out on a limb and say that their names are Stephanie, Karin, and Meg. Okay, so I looked at the credits. Of course, only Meg is named later on, so I’ll have to guess who is Stephanie and who is Karin. But, we’ll cross that bridge when we come to it.	449.16	458.52	139,140,142
10	Monica and Rachel's, Monica is pacing anxiously waiting for Rachel.	463.08	482.90	145,146,147,148,149,150,151,152
11	They hug as Rachel enters.	485.70	606.32	153,154,155,157,158,159,160,161,162,163,164,167,169,170,171,172,173,174,175,176,177,178,179,181,182,185,186,187,188
12	Central Perk, Phoebe is hosting an impromptu roundtable discussion with Stephanie, Karin, and Meg about Ross’s three divorces.	608.47	668.40	190,192,193,194,195,196,197,198,199,200,202,203,204,207
