scene_id	scene_desc	start	end	shot_ids
1	Monica and Chandler’s apartment, everyone except Ross is decorating the tree.	3.12	11.12	2,3,4
2	Ross enters	13.92	34.82	6,7,8,9,10,11
3	Her side of the tree looks a complete mess	34.82	38.66	11,12
4	She turns the tree around so that her side, which is perfectly decorated, is showing	42.98	44.58	13
6	Central Perk, everyone except Phoebe and Joey are there.	84.24	107.18	44,45,46,47
7	Joey enters	110.94	151.13	49,50,51,52,53,54,55,57,58,59
8	Janine enters	152.65	224.72	60,61,62,63,64,65,66,67,68,69,70,71,72,73
9	Rachel laughs	229.76	239.19	75,76,77,78
10	Gunther brings Janine a coffee	239.19	242.63	78
11	Janine leaves	242.63	313.26	78,79,80,81,82,83,84,86,87,89,90,92
12	The Set, Joey, Janine, Ross and Monica are walking in.	313.26	326.48	92,93
13	They get to the main stage	326.48	339.04	93,95,96,97
14	Monica and Ross push to the front	339.04	350.66	97,98,99,100
15	He and Monica laugh	350.66	374.54	100,101,102,103,105
16	Monica and Chandler’s apartment, Chandler is there. Phoebe and Rachel enter.	374.54	447.34	105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
17	Phoebe looks under the couch	447.34	452.50	123,124
18	Phoebe tips it upside down, and a shoe falls out	452.66	488.96	124,125,127,129,130,131,132
19	They turn away.	491.92	506.00	133,135
20	The Set, everyone is dancing.	508.08	511.60	135
21	As the camera passes by, they start to dance really rigid, but the camera is facing the other way.	522.00	529.76	135,136,137
22	They move towards a platform, dancing really strangely as they go	535.66	545.42	137,138,139,140
23	Camera pans to Joey and Janine	550.06	557.50	141,142,143,144
24	She pulls Joey towards her and dances really close to him.	560.14	585.16	145,146,147,149,150,151,152,153,154
26	Monica and Chandler's apartment, Phoebe and Rachel are there and Chandler enters.	601.14	665.02	157,158,159,160,161,162,163,164,165,166,167,168,172
28	The Set, the girl is still dancing with Joey.	665.02	687.63	172,173,174,175,176
