scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, Rachel is packing her belongings to move to Ross’s. She’s standing in the kitchen.	2.80	83.12	2,3,4,5,6,7,10,11,12,14,15,16,17,18,19,21
2	Cut to the living room where Monica is helping pack a box.	85.26	162.23	23,24,25,26,27,28,30,31,32,34,35,38,40,41,42,45
4	Central Perk, Joey, Monica, Rachel, and Chandler are all there as Phoebe enters dejectedly.	202.37	260.20	74,75,76,77,78,79,80,81,83,84,86,87
5	They pause to think about it.	263.34	382.50	88,92,93,94,95,96,97,98,99,101,103,104,105,106,107,108,111,112,114,115,116,117,119,123
6	Chandler and Joey's, Joey is playing that string game with the two hands and the weird crossing patterns as Chandler enters with the mail.	382.66	440.14	123,124,125,126,127,128,129,130,131,132,133
7	Monica and Rachel's, Phoebe enters to find Rachel still packing.	447.90	483.50	135,136,138,139,140,141,142,143,144,145
8	Phoebe goes and lies down as Rachel opens the drawer Monica hid the candlesticks in and as Monica walks out of her room.	488.95	536.00	147,148,149,150,151,152,154,155,156,157,158,159,162
9	Estelle Leonard Theatrical Agency, Joey is there to see his agent.	542.00	593.75	164,165,166,167,168,169,170,171,172,173,174,175,176,179
10	a NYU lecture hall, Rachel and Monica are arriving to talk to Ross after the lecture, but are there early.	593.75	607.83	179,180,181,182,183
11	They enter the lecture hall to find Ross speaking in an English accent for some unknown reason.	611.67	644.23	185,187,188,190,192
12	Chandler and Joey's, Chandler enters to find Joey lying in the fetus position on the floor.	644.31	648.95	192,193
