scene_id	scene_desc	start	end	shot_ids
11	Ross's apartment, Ross is coming in from doing his laundry. He starts folding it as Chandler enters.	0.32	1.28	1
12	Chandler leaves dejectedly. When the door closes Rachel and Phoebe jump out from behind the curtains and scream…	6.72	15.12	2,5
13	Ross screams like a little girl.	16.48	17.84	5
14	Monica and Chandler’s bedroom, he’s still trying to figure out what to make Monica.	22.64	66.40	7,9,11,12,13
15	Cut to the living room, Chandler is entering as Monica finishes wrapping her present for him on the kitchen table.	66.40	100.96	13,14,15,17,18,19,20,21
16	He opens his present to find Phoebe’s sock bunny from earlier.	113.52	169.61	24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
18	Monica and Chandler’s bedroom, they are relaxing in sexual bliss.	178.55	215.65	39,40,41,42,43,44,45,46,47,48
19	The oven dings.	217.81	219.41	49
20	They both get out of bed and go get some cake.	219.41	226.85	49,50
21	As they approach the kitchen, the door opens and in walks in a Joey look-a-like.	230.61	304.33	51,52,53,54,56,58,59,61,63,64,65,66,67,68,69,70,71,72,73
22	Phoebe and Rachel's, Phoebe and Rachel are returning.	312.25	324.50	75,76,77,78
24	Time lapse. The girls have Ross pinned face down. Phoebe is sitting on his back and arms while holding his head down and facing Rachel. Rachel is sitting on his knees and holding his lower legs vertically, causing Ross pain.	332.26	351.63	81,82,83,84,85,88
26	The Medical Research office, Joey is there with Carl in the waiting room. Two identical twins come out and both wave by at the same time.	361.55	399.45	91,92,93,94,95,96,98,99,100,101
27	Monica and Chandler's, Monica is getting ready for Chandler’s arrival. He enters and finds the place lit with candles and dinner on the table.	406.90	440.52	105,106,107,108,109,110
28	Monica pushes play and The Way You Look Tonight starts to play.	443.80	462.83	110,112
29	He hesitates, then goes over to dance with her.	467.39	470.19	113
30	Suddenly, a strange and familiar voice comes out of the tape player. Here’s a hint, OH…MY…GAWD!! That’s right, it’s Janice!	472.59	505.13	114,115,116,117,118,121,122,123
31	A women’s self-defense class, the instructor is just finishing a class.	505.21	507.37	123,125
32	The women all clap and start to leave as Ross comes up to the instructor. Apparently he was hiding in the back.	513.85	572.29	126,127,129,130,131,132,133,134,135,136,137,138,139,140,142,144
33	Monica and Chandler's, Chandler is trying to explain himself to Monica.	574.29	619.17	145,146,147,148,149,150,151,153,154,155,156
34	Monica breaks the hug and starts for the bedroom.	621.41	638.75	156,157,158,159,161
36	The street in front of Central Perk, Ross is walking up and sees two women that look like Phoebe and Rachel from behind.	639.55	641.07	162
37	Cut to Central Perk, Phoebe and Rachel are sitting up by the window because two guys have their couch.	644.27	648.83	163,164,165
38	Ross appears at the window behind them crouched behind a garbage can and ready to spring his attack on who he thinks are Phoebe and Rachel. The camera cuts to the exterior view and Phoebe and Rachel call the shots from inside.	657.95	670.92	167
