scene_id	scene_desc	start	end	shot_ids
1	Monica and Rachel's, the gang is there except for Rachel and Ross, who both come storming in. Rachel is still going off about Ross’s secret marriage.	4.08	98.46	3,4,5,6,8,9,10,12,13,14,16,18,20,21,23,25,26,27,37
3	Central Perk, Joey and Monica are at the counter getting some more coffee.	126.20	216.25	58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,82
4	A car alarm goes off.	219.21	234.10	83,85,86
5	Monica and Rachel's, Phoebe and Rachel are having tea.	234.98	266.20	86,87,88,89,90,91,92,93,94,95
6	Phoebe laughs, then stops to think about it. Ross enters.	272.52	304.31	97,98,99,100,101,102,103,104,106
7	Ross grunts something and hands her the pen he was trying to hand her.	304.31	327.33	106,107,109,110,111,112,113,114
8	The street down the block from Central Perk. Joey is walking between two parked cars and decides to go for the one in front. To make sure it's the right car, he slowly puts the keys he has for the car in the car door and it fortunately opens.	349.78	373.46	118,119,120,121,122,123,124,126
9	Monica and Rachel's, the next day, Chandler, Monica, and Phoebe are baby-sitting the triplets. They each have one baby.	378.88	436.73	126,127,128,129,130,131,132,133,134,135,136,137,139,140
10	Time lapse, they have set up a little assembly line for diaper changes. Phoebe wipes, Chandler adds the powder, begrudgingly, and Monica puts the diaper on.	447.76	455.44	143,145
11	Chandler picks up the baby unwillingly.	460.16	518.06	147,148,149,150,151,152,153,155,156,157,158,159,160,161
12	The Porsche, Joey is finishing up washing the car and is talking to a guy about the car.	522.46	581.64	162,163,164,165,166,167,168,169,170,171,172,176,177,178,181
14	Monica and Rachel's, the triplets are all in their crib as Monica and Phoebe watch them.	581.80	661.69	181,182,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
