scene_id	scene_desc	start	end	shot_ids
1	Central Perk, Chandler, Phoebe, Rachel and Monica are there. Ross walks in with a magazine in his hand.	3.44	37.02	1,2,3,4,6,7,8,9,10,11,12
2	They all laugh indifferently, except Chandler, who’s a little angry.	40.70	56.78	13,14,15,16,17,18,19
3	Rachel is looking at the magazine and laughing.	62.14	100.82	22,23,25,26,27,28,29,30,31,32,33,34
5	Joey’s apartment, Joey is sitting at the counter as Chandler enters.	141.36	212.38	65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
6	Monica and Chandler's, Monica and Rachel are on the couch looking at the Playboy magazine. When they hear someone coming, Monica goes to hide it under the sofa cushions.	220.76	253.17	84,85,86,87,88,90,91,92,93
7	They flip through the pages to another picture.	256.77	294.06	93,94,95,96,97,98
8	Central Perk, Joey, Chandler, and Ross are sitting on the couch.	298.54	328.96	99,100,101,103,104
9	He and Chandler crack up.	330.64	332.56	104
10	He and Ross crack up again. Joey just sits there	335.84	380.38	106,107,108,109,110,111,112,114,115,117
11	Ross leaps out of his chair and runs out the door, with Chandler in hot pursuit.	380.38	418.45	117,118,119,120,121,122,123
12	Monica and Chandler’s bedroom, they are in bed together.	426.21	469.61	125
13	They go out to investigate, and find Joey wrapped in a blanket watching their television.	476.49	477.61	127
14	Scene, Phoebe and Rachel’s, they’re sitting together on the couch.	485.53	579.97	129,130,131,132,133,135,137,138,140,141,142,143,144,145,146,147,148,149
15	Cut to the hallway.	582.61	593.09	151,152,153,154
16	Central Perk, Monica, Rachel, and Chandler are there as Ross enters and sees Gunther.	599.01	604.90	155,156,157
17	Gunther looks at the joke and laughs.	604.90	612.06	157,159
18	Ross begins to say something, realizes what Gunther just said, turns, and glares at Chandler. Chandler just shrugs it off.	612.30	642.79	159,160,161,162,163,164,165,166,167,168,169,170,171,172,174
